"#DOWNLOAD URL# http://data.usbr.gov/rise/api/result/download?after=2020-01-01&before=2022-12-31&filename=Boysen%20Reservoir%20Dam%20and%20Powerplant%20Observed%20Daily%20Instantaneous%20Lake%2FReservoir%20Elevation%20ft%20%282020-01-01%20-%202022-12-31%29&itemId=196&order=ASC&type=csv","","","","","",""
"#DOWNLOAD DATE# 2024-02-06","","","","","",""
"#LOCATION INFORMATION#","","","","","",""
"Location","State","Coordinates (long, lat)","Timezone","Location Type","",""
"Boysen Reservoir Dam and Powerplant","WY","(-108.1769, 43.4)","MT","Lake/Reservoir","",""
"","","","","","",""
"#SERIES DATA#","","","","","",""
"Location","Parameter","Result","Units","Timestep","Aggregation","Datetime (UTC)"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4711.83","ft","daily","instant","2020-05-01 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4711.92","ft","daily","instant","2020-05-02 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4711.92","ft","daily","instant","2020-05-02 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4711.93","ft","daily","instant","2020-05-03 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4711.93","ft","daily","instant","2020-05-03 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4712.04","ft","daily","instant","2020-05-04 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4712.04","ft","daily","instant","2020-05-04 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4712.07","ft","daily","instant","2020-05-05 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4712.07","ft","daily","instant","2020-05-05 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4712.04","ft","daily","instant","2020-05-06 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4712.04","ft","daily","instant","2020-05-06 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4712","ft","daily","instant","2020-05-07 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4712","ft","daily","instant","2020-05-07 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4712.01","ft","daily","instant","2020-05-08 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4712.01","ft","daily","instant","2020-05-08 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4711.9","ft","daily","instant","2020-05-09 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4711.9","ft","daily","instant","2020-05-09 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4711.81","ft","daily","instant","2020-05-10 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4711.81","ft","daily","instant","2020-05-10 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4711.67","ft","daily","instant","2020-05-11 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4711.67","ft","daily","instant","2020-05-11 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4711.68","ft","daily","instant","2020-05-12 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4711.68","ft","daily","instant","2020-05-12 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4711.65","ft","daily","instant","2020-05-13 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4711.65","ft","daily","instant","2020-05-13 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4711.64","ft","daily","instant","2020-05-14 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4711.64","ft","daily","instant","2020-05-14 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4711.63","ft","daily","instant","2020-05-15 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4711.63","ft","daily","instant","2020-05-15 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4711.6","ft","daily","instant","2020-05-16 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4711.6","ft","daily","instant","2020-05-16 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4711.53","ft","daily","instant","2020-05-17 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4711.53","ft","daily","instant","2020-05-17 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4711.52","ft","daily","instant","2020-05-18 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4711.52","ft","daily","instant","2020-05-18 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4711.56","ft","daily","instant","2020-05-19 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4711.56","ft","daily","instant","2020-05-19 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4711.69","ft","daily","instant","2020-05-20 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4711.69","ft","daily","instant","2020-05-20 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4711.91","ft","daily","instant","2020-05-21 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4711.91","ft","daily","instant","2020-05-21 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4711.98","ft","daily","instant","2020-05-22 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4711.98","ft","daily","instant","2020-05-22 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4712.05","ft","daily","instant","2020-05-23 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4712.05","ft","daily","instant","2020-05-23 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4712.03","ft","daily","instant","2020-05-24 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4712.03","ft","daily","instant","2020-05-24 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4712.01","ft","daily","instant","2020-05-25 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4712.01","ft","daily","instant","2020-05-25 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4711.96","ft","daily","instant","2020-05-26 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4711.96","ft","daily","instant","2020-05-26 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4711.92","ft","daily","instant","2020-05-27 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4711.92","ft","daily","instant","2020-05-27 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4711.88","ft","daily","instant","2020-05-28 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4711.88","ft","daily","instant","2020-05-28 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4711.92","ft","daily","instant","2020-05-29 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4711.92","ft","daily","instant","2020-05-29 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4712.21","ft","daily","instant","2020-05-30 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4712.21","ft","daily","instant","2020-05-30 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4712.65","ft","daily","instant","2020-05-31 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4712.65","ft","daily","instant","2020-05-31 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4713.37","ft","daily","instant","2020-06-01 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4713.37","ft","daily","instant","2020-06-01 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4714.17","ft","daily","instant","2020-06-02 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4714.17","ft","daily","instant","2020-06-02 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4714.86","ft","daily","instant","2020-06-03 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4714.86","ft","daily","instant","2020-06-03 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4715.36","ft","daily","instant","2020-06-04 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4715.36","ft","daily","instant","2020-06-04 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4715.73","ft","daily","instant","2020-06-05 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4715.73","ft","daily","instant","2020-06-05 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4716.22","ft","daily","instant","2020-06-06 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4716.22","ft","daily","instant","2020-06-06 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4716.81","ft","daily","instant","2020-06-07 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4716.81","ft","daily","instant","2020-06-07 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4717.43","ft","daily","instant","2020-06-08 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4717.43","ft","daily","instant","2020-06-08 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4717.84","ft","daily","instant","2020-06-09 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4717.84","ft","daily","instant","2020-06-09 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4718.08","ft","daily","instant","2020-06-10 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4718.08","ft","daily","instant","2020-06-10 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4718.24","ft","daily","instant","2020-06-11 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4718.24","ft","daily","instant","2020-06-11 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4718.34","ft","daily","instant","2020-06-12 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4718.34","ft","daily","instant","2020-06-12 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4718.34","ft","daily","instant","2020-06-13 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4718.34","ft","daily","instant","2020-06-13 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4718.38","ft","daily","instant","2020-06-14 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4718.38","ft","daily","instant","2020-06-14 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4718.44","ft","daily","instant","2020-06-15 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4718.44","ft","daily","instant","2020-06-15 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4718.48","ft","daily","instant","2020-06-16 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4718.48","ft","daily","instant","2020-06-16 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4718.49","ft","daily","instant","2020-06-17 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4718.49","ft","daily","instant","2020-06-17 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4718.52","ft","daily","instant","2020-06-18 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4718.52","ft","daily","instant","2020-06-18 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4718.54","ft","daily","instant","2020-06-19 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4718.54","ft","daily","instant","2020-06-19 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4718.54","ft","daily","instant","2020-06-20 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4718.54","ft","daily","instant","2020-06-20 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4718.53","ft","daily","instant","2020-06-21 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4718.53","ft","daily","instant","2020-06-21 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4718.51","ft","daily","instant","2020-06-22 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4718.51","ft","daily","instant","2020-06-22 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4718.52","ft","daily","instant","2020-06-23 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4718.52","ft","daily","instant","2020-06-23 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4718.5","ft","daily","instant","2020-06-24 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4718.5","ft","daily","instant","2020-06-24 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4718.62","ft","daily","instant","2020-06-25 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4718.62","ft","daily","instant","2020-06-25 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4718.69","ft","daily","instant","2020-06-26 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4718.69","ft","daily","instant","2020-06-26 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4718.79","ft","daily","instant","2020-06-27 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4718.79","ft","daily","instant","2020-06-27 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4718.82","ft","daily","instant","2020-06-28 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4718.82","ft","daily","instant","2020-06-28 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4719.23","ft","daily","instant","2020-06-29 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4719.23","ft","daily","instant","2020-06-29 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4719.77","ft","daily","instant","2020-06-30 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4719.77","ft","daily","instant","2020-06-30 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4720.36","ft","daily","instant","2020-07-01 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4720.36","ft","daily","instant","2020-07-01 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4720.68","ft","daily","instant","2020-07-02 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4720.68","ft","daily","instant","2020-07-02 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4720.81","ft","daily","instant","2020-07-03 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4720.81","ft","daily","instant","2020-07-03 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4720.94","ft","daily","instant","2020-07-04 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4720.94","ft","daily","instant","2020-07-04 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4721.01","ft","daily","instant","2020-07-05 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4721.01","ft","daily","instant","2020-07-05 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4721.1","ft","daily","instant","2020-07-06 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4721.1","ft","daily","instant","2020-07-06 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4721.16","ft","daily","instant","2020-07-07 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4721.16","ft","daily","instant","2020-07-07 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4721.18","ft","daily","instant","2020-07-08 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4721.18","ft","daily","instant","2020-07-08 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4721.22","ft","daily","instant","2020-07-09 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4721.22","ft","daily","instant","2020-07-09 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4721.21","ft","daily","instant","2020-07-10 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4721.21","ft","daily","instant","2020-07-10 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4721.17","ft","daily","instant","2020-07-11 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4721.17","ft","daily","instant","2020-07-11 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4721.12","ft","daily","instant","2020-07-12 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4721.12","ft","daily","instant","2020-07-12 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4721.05","ft","daily","instant","2020-07-13 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4721.05","ft","daily","instant","2020-07-13 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4720.99","ft","daily","instant","2020-07-14 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4720.99","ft","daily","instant","2020-07-14 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4720.88","ft","daily","instant","2020-07-15 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4720.88","ft","daily","instant","2020-07-15 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4720.87","ft","daily","instant","2020-07-16 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4720.87","ft","daily","instant","2020-07-16 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4720.78","ft","daily","instant","2020-07-17 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4720.78","ft","daily","instant","2020-07-17 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4720.68","ft","daily","instant","2020-07-18 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4720.68","ft","daily","instant","2020-07-18 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4720.61","ft","daily","instant","2020-07-19 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4720.61","ft","daily","instant","2020-07-19 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4720.51","ft","daily","instant","2020-07-20 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4720.51","ft","daily","instant","2020-07-20 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4720.43","ft","daily","instant","2020-07-21 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4720.43","ft","daily","instant","2020-07-21 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4720.39","ft","daily","instant","2020-07-22 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4720.39","ft","daily","instant","2020-07-22 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4720.2","ft","daily","instant","2020-07-23 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4720.2","ft","daily","instant","2020-07-23 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4720.13","ft","daily","instant","2020-07-24 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4720.13","ft","daily","instant","2020-07-24 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4720.04","ft","daily","instant","2020-07-25 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4720.04","ft","daily","instant","2020-07-25 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4719.92","ft","daily","instant","2020-07-26 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4719.92","ft","daily","instant","2020-07-26 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4719.82","ft","daily","instant","2020-07-27 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4719.82","ft","daily","instant","2020-07-27 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4719.69","ft","daily","instant","2020-07-28 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4719.69","ft","daily","instant","2020-07-28 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4719.6","ft","daily","instant","2020-07-29 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4719.6","ft","daily","instant","2020-07-29 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4719.52","ft","daily","instant","2020-07-30 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4719.52","ft","daily","instant","2020-07-30 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4719.43","ft","daily","instant","2020-07-31 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4719.43","ft","daily","instant","2020-07-31 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4719.33","ft","daily","instant","2020-08-01 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4719.33","ft","daily","instant","2020-08-01 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4719.24","ft","daily","instant","2020-08-02 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4719.24","ft","daily","instant","2020-08-02 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4719.12","ft","daily","instant","2020-08-03 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4719.12","ft","daily","instant","2020-08-03 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4719.05","ft","daily","instant","2020-08-04 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4719.05","ft","daily","instant","2020-08-04 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4718.97","ft","daily","instant","2020-08-05 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4718.97","ft","daily","instant","2020-08-05 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4718.86","ft","daily","instant","2020-08-06 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4718.86","ft","daily","instant","2020-08-06 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4718.72","ft","daily","instant","2020-08-07 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4718.72","ft","daily","instant","2020-08-07 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4718.66","ft","daily","instant","2020-08-08 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4718.66","ft","daily","instant","2020-08-08 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4718.57","ft","daily","instant","2020-08-09 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4718.57","ft","daily","instant","2020-08-09 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4718.45","ft","daily","instant","2020-08-10 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4718.45","ft","daily","instant","2020-08-10 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4718.37","ft","daily","instant","2020-08-11 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4718.37","ft","daily","instant","2020-08-11 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4718.3","ft","daily","instant","2020-08-12 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4718.3","ft","daily","instant","2020-08-12 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4718.21","ft","daily","instant","2020-08-13 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4718.21","ft","daily","instant","2020-08-13 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4718.11","ft","daily","instant","2020-08-14 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4718.11","ft","daily","instant","2020-08-14 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4718.04","ft","daily","instant","2020-08-15 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4718.04","ft","daily","instant","2020-08-15 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4717.96","ft","daily","instant","2020-08-16 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4717.96","ft","daily","instant","2020-08-16 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4717.87","ft","daily","instant","2020-08-17 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4717.87","ft","daily","instant","2020-08-17 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4717.79","ft","daily","instant","2020-08-18 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4717.79","ft","daily","instant","2020-08-18 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4717.66","ft","daily","instant","2020-08-19 06:00:00"
