"#DOWNLOAD URL# http://data.usbr.gov/rise/api/result/download?after=2020-01-01&before=2022-12-31&filename=Boysen%20Reservoir%20Dam%20and%20Powerplant%20Observed%20Daily%20Instantaneous%20Lake%2FReservoir%20Elevation%20ft%20%282020-01-01%20-%202022-12-31%29&itemId=196&order=ASC&type=csv","","","","","",""
"#DOWNLOAD DATE# 2024-02-06","","","","","",""
"#LOCATION INFORMATION#","","","","","",""
"Location","State","Coordinates (long, lat)","Timezone","Location Type","",""
"Boysen Reservoir Dam and Powerplant","WY","(-108.1769, 43.4)","MT","Lake/Reservoir","",""
"","","","","","",""
"#SERIES DATA#","","","","","",""
"Location","Parameter","Result","Units","Timestep","Aggregation","Datetime (UTC)"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4717.66","ft","daily","instant","2020-08-19 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4717.62","ft","daily","instant","2020-08-20 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4717.62","ft","daily","instant","2020-08-20 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4717.58","ft","daily","instant","2020-08-21 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4717.58","ft","daily","instant","2020-08-21 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4717.46","ft","daily","instant","2020-08-22 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4717.46","ft","daily","instant","2020-08-22 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4717.39","ft","daily","instant","2020-08-23 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4717.39","ft","daily","instant","2020-08-23 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4717.3","ft","daily","instant","2020-08-24 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4717.3","ft","daily","instant","2020-08-24 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4717.21","ft","daily","instant","2020-08-25 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4717.21","ft","daily","instant","2020-08-25 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4717.14","ft","daily","instant","2020-08-26 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4717.14","ft","daily","instant","2020-08-26 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4717.02","ft","daily","instant","2020-08-27 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4717.02","ft","daily","instant","2020-08-27 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4716.96","ft","daily","instant","2020-08-28 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4716.96","ft","daily","instant","2020-08-28 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4716.87","ft","daily","instant","2020-08-29 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4716.87","ft","daily","instant","2020-08-29 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4716.78","ft","daily","instant","2020-08-30 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4716.78","ft","daily","instant","2020-08-30 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4716.68","ft","daily","instant","2020-08-31 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4716.6","ft","daily","instant","2020-09-01 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4716.5","ft","daily","instant","2020-09-02 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4716.5","ft","daily","instant","2020-09-02 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4716.46","ft","daily","instant","2020-09-03 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4716.46","ft","daily","instant","2020-09-03 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4716.39","ft","daily","instant","2020-09-04 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4716.39","ft","daily","instant","2020-09-04 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4716.32","ft","daily","instant","2020-09-05 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4716.32","ft","daily","instant","2020-09-05 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4716.26","ft","daily","instant","2020-09-06 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4716.26","ft","daily","instant","2020-09-06 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4716.17","ft","daily","instant","2020-09-07 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4716.17","ft","daily","instant","2020-09-07 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4716.14","ft","daily","instant","2020-09-08 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4716.14","ft","daily","instant","2020-09-08 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4716.11","ft","daily","instant","2020-09-09 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4716.11","ft","daily","instant","2020-09-09 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4716.08","ft","daily","instant","2020-09-10 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4716.08","ft","daily","instant","2020-09-10 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4716.07","ft","daily","instant","2020-09-11 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4716.07","ft","daily","instant","2020-09-11 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4716.05","ft","daily","instant","2020-09-12 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4716.05","ft","daily","instant","2020-09-12 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4716.03","ft","daily","instant","2020-09-13 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4716.03","ft","daily","instant","2020-09-13 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4715.99","ft","daily","instant","2020-09-14 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4715.99","ft","daily","instant","2020-09-14 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4715.95","ft","daily","instant","2020-09-15 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4715.95","ft","daily","instant","2020-09-15 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4715.93","ft","daily","instant","2020-09-16 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4715.93","ft","daily","instant","2020-09-16 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4715.9","ft","daily","instant","2020-09-17 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4715.9","ft","daily","instant","2020-09-17 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4715.88","ft","daily","instant","2020-09-18 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4715.88","ft","daily","instant","2020-09-18 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4715.86","ft","daily","instant","2020-09-19 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4715.86","ft","daily","instant","2020-09-19 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4715.82","ft","daily","instant","2020-09-20 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4715.82","ft","daily","instant","2020-09-20 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4715.77","ft","daily","instant","2020-09-21 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4715.77","ft","daily","instant","2020-09-21 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4715.77","ft","daily","instant","2020-09-22 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4715.77","ft","daily","instant","2020-09-22 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4715.74","ft","daily","instant","2020-09-23 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4715.74","ft","daily","instant","2020-09-23 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4715.72","ft","daily","instant","2020-09-24 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4715.72","ft","daily","instant","2020-09-24 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4715.66","ft","daily","instant","2020-09-25 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4715.66","ft","daily","instant","2020-09-25 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4715.54","ft","daily","instant","2020-09-26 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4715.54","ft","daily","instant","2020-09-26 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4715.56","ft","daily","instant","2020-09-27 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4715.56","ft","daily","instant","2020-09-27 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4715.48","ft","daily","instant","2020-09-28 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4715.48","ft","daily","instant","2020-09-28 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4715.41","ft","daily","instant","2020-09-29 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4715.41","ft","daily","instant","2020-09-29 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4715.36","ft","daily","instant","2020-09-30 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4715.36","ft","daily","instant","2020-09-30 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4715.28","ft","daily","instant","2020-10-01 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4715.28","ft","daily","instant","2020-10-01 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4715.23","ft","daily","instant","2020-10-02 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4715.23","ft","daily","instant","2020-10-02 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4715.16","ft","daily","instant","2020-10-03 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4715.16","ft","daily","instant","2020-10-03 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4715.09","ft","daily","instant","2020-10-04 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4715.09","ft","daily","instant","2020-10-04 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4715.03","ft","daily","instant","2020-10-05 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4715.03","ft","daily","instant","2020-10-05 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4714.95","ft","daily","instant","2020-10-06 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4714.95","ft","daily","instant","2020-10-06 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4714.9","ft","daily","instant","2020-10-07 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4714.9","ft","daily","instant","2020-10-07 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4714.82","ft","daily","instant","2020-10-08 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4714.82","ft","daily","instant","2020-10-08 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4714.75","ft","daily","instant","2020-10-09 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4714.75","ft","daily","instant","2020-10-09 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4714.67","ft","daily","instant","2020-10-10 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4714.67","ft","daily","instant","2020-10-10 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4714.6","ft","daily","instant","2020-10-11 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4714.6","ft","daily","instant","2020-10-11 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4714.51","ft","daily","instant","2020-10-12 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4714.51","ft","daily","instant","2020-10-12 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4714.48","ft","daily","instant","2020-10-13 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4714.48","ft","daily","instant","2020-10-13 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4714.44","ft","daily","instant","2020-10-14 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4714.44","ft","daily","instant","2020-10-14 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4714.46","ft","daily","instant","2020-10-15 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4714.46","ft","daily","instant","2020-10-15 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4714.45","ft","daily","instant","2020-10-16 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4714.45","ft","daily","instant","2020-10-16 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4714.45","ft","daily","instant","2020-10-17 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4714.45","ft","daily","instant","2020-10-17 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4714.44","ft","daily","instant","2020-10-18 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4714.44","ft","daily","instant","2020-10-18 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4714.5","ft","daily","instant","2020-10-19 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4714.5","ft","daily","instant","2020-10-19 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4714.49","ft","daily","instant","2020-10-20 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4714.49","ft","daily","instant","2020-10-20 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4714.46","ft","daily","instant","2020-10-21 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4714.46","ft","daily","instant","2020-10-21 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4714.53","ft","daily","instant","2020-10-22 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4714.53","ft","daily","instant","2020-10-22 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4714.54","ft","daily","instant","2020-10-23 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4714.54","ft","daily","instant","2020-10-23 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4714.5","ft","daily","instant","2020-10-24 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4714.5","ft","daily","instant","2020-10-24 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4714.55","ft","daily","instant","2020-10-25 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4714.55","ft","daily","instant","2020-10-25 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4714.53","ft","daily","instant","2020-10-26 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4714.53","ft","daily","instant","2020-10-26 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4714.53","ft","daily","instant","2020-10-27 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4714.53","ft","daily","instant","2020-10-27 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4714.53","ft","daily","instant","2020-10-28 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4714.53","ft","daily","instant","2020-10-28 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4714.57","ft","daily","instant","2020-10-29 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4714.57","ft","daily","instant","2020-10-29 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4714.63","ft","daily","instant","2020-10-30 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4714.63","ft","daily","instant","2020-10-30 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4714.66","ft","daily","instant","2020-10-31 07:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4714.66","ft","daily","instant","2020-10-31 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4714.69","ft","daily","instant","2020-11-01 07:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4714.69","ft","daily","instant","2020-11-01 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4714.73","ft","daily","instant","2020-11-02 07:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4714.73","ft","daily","instant","2020-11-02 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4714.77","ft","daily","instant","2020-11-03 07:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4714.77","ft","daily","instant","2020-11-03 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4714.77","ft","daily","instant","2020-11-04 07:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4714.77","ft","daily","instant","2020-11-04 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4714.83","ft","daily","instant","2020-11-05 07:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4714.83","ft","daily","instant","2020-11-05 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4714.87","ft","daily","instant","2020-11-06 07:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4714.87","ft","daily","instant","2020-11-06 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4714.87","ft","daily","instant","2020-11-07 07:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4714.87","ft","daily","instant","2020-11-07 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4714.89","ft","daily","instant","2020-11-08 07:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4714.89","ft","daily","instant","2020-11-08 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4714.96","ft","daily","instant","2020-11-09 07:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4714.96","ft","daily","instant","2020-11-09 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4714.97","ft","daily","instant","2020-11-10 07:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4714.97","ft","daily","instant","2020-11-10 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4714.96","ft","daily","instant","2020-11-11 07:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4714.96","ft","daily","instant","2020-11-11 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4714.93","ft","daily","instant","2020-11-12 07:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4714.93","ft","daily","instant","2020-11-12 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4714.92","ft","daily","instant","2020-11-13 07:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4714.92","ft","daily","instant","2020-11-13 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4714.92","ft","daily","instant","2020-11-14 07:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4714.92","ft","daily","instant","2020-11-14 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4714.88","ft","daily","instant","2020-11-15 07:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4714.88","ft","daily","instant","2020-11-15 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4714.88","ft","daily","instant","2020-11-16 07:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4714.88","ft","daily","instant","2020-11-16 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4714.91","ft","daily","instant","2020-11-17 07:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4714.91","ft","daily","instant","2020-11-17 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4714.92","ft","daily","instant","2020-11-18 07:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4714.92","ft","daily","instant","2020-11-18 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4714.94","ft","daily","instant","2020-11-19 07:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4714.94","ft","daily","instant","2020-11-19 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4714.96","ft","daily","instant","2020-11-20 07:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4714.96","ft","daily","instant","2020-11-20 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4714.94","ft","daily","instant","2020-11-21 07:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4714.94","ft","daily","instant","2020-11-21 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4714.93","ft","daily","instant","2020-11-22 07:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4714.93","ft","daily","instant","2020-11-22 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4714.9","ft","daily","instant","2020-11-23 07:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4714.9","ft","daily","instant","2020-11-23 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4714.87","ft","daily","instant","2020-11-24 07:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4714.87","ft","daily","instant","2020-11-24 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4714.9","ft","daily","instant","2020-11-25 07:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4714.9","ft","daily","instant","2020-11-25 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4714.87","ft","daily","instant","2020-11-26 07:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4714.87","ft","daily","instant","2020-11-26 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4714.85","ft","daily","instant","2020-11-27 07:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4714.85","ft","daily","instant","2020-11-27 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4714.83","ft","daily","instant","2020-11-28 07:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4714.83","ft","daily","instant","2020-11-28 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4714.82","ft","daily","instant","2020-11-29 07:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4714.82","ft","daily","instant","2020-11-29 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4714.8","ft","daily","instant","2020-11-30 07:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4714.8","ft","daily","instant","2020-11-30 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4714.79","ft","daily","instant","2020-12-01 07:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4714.79","ft","daily","instant","2020-12-01 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4714.77","ft","daily","instant","2020-12-02 07:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4714.77","ft","daily","instant","2020-12-02 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4714.76","ft","daily","instant","2020-12-03 07:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4714.76","ft","daily","instant","2020-12-03 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4714.71","ft","daily","instant","2020-12-04 07:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4714.71","ft","daily","instant","2020-12-04 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4714.69","ft","daily","instant","2020-12-05 07:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4714.69","ft","daily","instant","2020-12-05 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4714.68","ft","daily","instant","2020-12-06 07:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4714.68","ft","daily","instant","2020-12-06 19:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4714.65","ft","daily","instant","2020-12-07 07:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Elevation","4714.65","ft","daily","instant","2020-12-07 19:00:00"
