Station,Date,Depth (m),Time,Temp (°C),pH,Cond (µS/cm),D.O. (mg/L,D.O. (%),ORP
Glendo Reservoir - LPD,,,,,,,,,
,6/12/2017,0.0,1410,18.72,8.51,596,8.26,106.1,338
,,0.5,,18.7,8.55,596,8.25,105.8,339
,,1.0,,18.51,8.58,594,8.29,105.6,339
,,1.5,,18.41,8.6,596,8.27,105.5,340
,,2.0,,18.31,8.61,595,8.25,105,340
,,2.5,,18.27,8.62,595,8.22,104.7,341
,,3.0,,18.26,8.63,595,8.2,104.4,342
,,4.0,,18.18,8.62,595,8.13,103.3,342
,,5.0,,18.13,8.63,596,8.16,103.5,343
,,6.0,,17.57,8.57,599,7.89,98.8,344
,,7.0,,17.23,8.55,597,7.73,96.2,345
,,8.0,,15.27,8.39,601,7.14,84.7,349
,,9.0,,14.52,8.38,602,6.83,80.9,351
,,10.0,,13.97,8.36,599,6.81,78.9,352
,,11.0,,13.58,8.34,600,6.63,76.6,353
,,12.0,,13.51,8.33,599,6.61,75.9,354
,,13.0,,13.37,8.33,600,6.57,75.3,355
,,14.0,,13.28,8.33,601,6.47,74,356
,,15.0,,13.18,8.3,600,6.28,71.5,357
,,20.0,,12.73,8.21,602,5.62,63.1,359
,,25.0,,12.41,8.11,605,4.72,52.9,362
,,30.0,,12.12,8.07,612,4.38,48.7,364
,,35.0,,11.71,7.91,621,2.64,29,366
,,,,,,,,,
,7/18/2017,0.0,1315,25.8,8.36,572,7.9,115.5,362
,,0.5,,24.42,8.45,571,8.23,117.2,361
,,1.0,,24.33,8.5,572,8.25,117.3,361
,,1.5,,24.18,8.54,571,8.27,117.2,361
,,2.0,,23.76,8.57,568,8.48,118.4,361
,,2.5,,23.56,8.56,569,8.19,114.4,361
,,3.0,,23.5,8.57,568,8.15,113.5,361
,,4.0,,23.41,8.56,571,8.08,112.7,361
,,5.0,,23.4,8.56,572,8.04,112,361
,,6.0,,23.31,8.56,572,7.91,109.6,362
,,7.0,,23.18,8.55,572,7.87,109.3,362
,,8.0,,22.53,8.48,572,7.35,100.4,363
,,9.0,,22.18,8.42,571,6.64,90.1,363
,,10.0,,22.06,8.39,572,6.32,85.9,363
,,11.0,,21.94,8.32,567,5.74,77.4,364
,,12.0,,21.55,8.23,568,5.15,68.8,365
,,13.0,,21.47,8.22,569,5.1,68.5,365
,,14.0,,21.16,8.16,569,4.73,63,366
,,15.0,,20.7,8.08,568,4.31,57,366
,,20.0,,18.93,7.83,559,2.75,35,369
,,25.0,,18.37,7.72,559,1.8,22.7,370
,,30.0,,17.31,7.59,567,0.02,0.1,368
,,32.0,,16.45,7.64,576,0,0,316
,,,,,,,,,
,9/18/2017,0.0,1527,19.87,7.72,568,5.62,73.6,424
,,0.5,,19.87,7.77,568,5.55,72.7,421
,,1.0,,19.87,7.82,568,5.56,73.2,419
,,1.5,,19.86,7.85,567,5.52,72.6,417
,,2.0,,19.86,7.87,568,5.51,72.3,416
,,2.5,,19.84,7.9,568,5.45,71.6,414
,,3.0,,19.85,7.91,568,5.45,71.7,412
,,4.0,,19.83,7.91,568,5.39,69.3,411
,,5.0,,19.65,7.84,568,4.61,60.1,411
,,6.0,,19.48,7.79,569,4.06,52.8,410
,,7.0,,19.46,7.8,569,4.12,53.7,409
,,8.0,,19.44,7.82,569,4.29,55.9,408
,,9.0,,19.42,7.82,570,4.26,55.4,407
,,10.0,,19.39,7.81,572,4.13,53.8,406
,,11.0,,19.34,7.81,573,4.17,54.1,406
,,12.0,,19.32,7.8,574,4.07,52.8,405
,,13.0,,19.3,7.83,574,4.31,55.9,404
,,14.0,,19.26,7.79,577,3.96,51.3,403
,,15.0,,19.17,7.82,578,4.25,55.2,402
,,20.0,,18.83,7.72,591,3,38.8,394
,,,,,,,,,
,6/11/2018,0.0,17:30,20.63,7.74,659.8,7.62,101.9,304
,,0.5,,20.66,7.79,659.6,7.61,102.2,303
,,1.0,,20.7,7.8,659.6,7.62,102.2,303
,,1.5,,20.67,7.81,659.4,7.63,102.2,303
,,2.0,,20.67,7.83,659.4,7.61,102,302
,,2.5,,20.63,7.85,659.6,7.61,102,303
,,3.0,,20.64,7.85,659,7.63,102.2,303
,,4.0,,20.47,7.83,659.1,7.56,101.2,303
,,5.0,,19.83,7.81,657.5,7.4,98.3,304
,,6.0,,19.63,7.81,657,7.42,97.4,304
,,7.0,,19.51,7.8,654.5,7.3,95.6,304
,,8.0,,19.4,7.79,652.2,7.14,93.3,304
,,9.0,,19.15,7.76,655.3,6.97,90.5,305
,,10.0,,18.21,7.65,657,6.48,82.6,306
,,11.0,,17.01,7.51,661.3,5.55,69.3,308
,,12.0,,16.4,7.44,664,5.19,63.7,309
,,13.0,,15.03,7.31,672.3,4.73,56.6,311
,,14.0,,12.73,7.15,693.9,4.48,50.7,313
,,15.0,,12.18,7.07,698.9,4.43,49.4,314
,,20.0,,9.97,6.89,714.7,3.95,42,316
,,25.0,,9.46,6.79,718.1,3.34,35.1,317
,,30.0,,9.26,6.77,719.5,3.05,31.9,317
,,34.0,,9.2,6.77,720.4,2.9,30.3,318
,,,,,,,,,
,7/23/2018,0.0,14:25,23.87,8.19,580.1,8.29,116.2,325
,,0.5,,23.86,8.24,580.1,8.33,116.7,322
,,1.0,,23.78,8.27,580.4,8.32,116.6,320
,,1.5,,23.82,8.29,580.3,8.3,116.2,319
,,2.0,,23.31,8.25,580,8.06,112,318
,,2.5,,23.34,8.25,580,8.06,111.6,316
,,3.0,,23.15,8.24,579.3,7.89,109.1,316
,,4.0,,23.09,8.21,580.2,7.51,104,314
,,5.0,,23.07,8.2,580.4,7.38,101.7,314
,,6.0,,23.05,8.19,580,7.19,99.2,314
,,7.0,,23.05,8.17,579.5,7.09,97.9,314
,,8.0,,23.02,8.16,578.5,6.79,93.5,313
,,9.0,,22.95,8.12,578.6,6.35,87.4,314
,,10.0,,22.83,8.07,578.6,5.82,80,314
,,11.0,,22.74,8.06,584.4,5.74,78.7,314
,,12.0,,22.45,7.98,584,5.08,69.3,315
,,13.0,,22.17,7.88,572.4,4.37,59.6,316
,,14.0,,21.19,7.65,578.4,2.94,39.2,319
,,15.0,,20.87,7.59,579.2,2.58,34.1,319
