Site Name,Hog Park Reservoir-LPD,,,,Date,6/30/2022,
Date Time,Depth (m),Temp (°C),pH (SU),Spc. Cond. (µS/cm),RDO (mg/L),RDO (%Sat),ORP (mV)
11:09:00 AM,7.130658,10.3139,5.869203,19.82676,5.545538,67.28572,211.2151
11:09:00 AM,6.822964,10.89433,5.874028,19.99914,5.631983,69.41843,210.1827
11:09:00 AM,6.784109,10.95592,5.874292,20.01832,5.639143,69.6377,210.0779
11:09:00 AM,6.417457,11.91919,5.869788,20.2364,5.605882,70.04515,209.4533
11:09:00 AM,6.374077,12.02529,5.869567,20.26187,5.606088,70.15807,209.3609
11:09:00 AM,6.289284,12.92088,5.875738,20.51038,5.670612,72.42331,208.6314
11:09:00 AM,6.059993,13.17042,5.882633,20.5886,5.821376,75.03653,207.2791
11:09:00 AM,6.036098,13.22106,5.883479,20.60356,5.837585,75.35263,207.1298
11:09:00 AM,5.743968,13.88036,5.887969,20.74152,5.853131,76.95916,205.8492
11:09:00 AM,5.709467,13.94702,5.888613,20.75628,5.859876,77.19453,205.6859
11:09:00 AM,5.420402,14.72099,5.881956,21.07764,5.887086,78.3434,205.2916
11:09:00 AM,5.384728,14.8122,5.881537,21.11059,5.889965,78.50079,205.2113
11:09:00 AM,5.109979,15.43866,5.877834,21.17976,6.033731,81.50381,205.094
11:09:00 AM,4.871133,16.24579,5.876515,21.11193,6.102266,83.88686,204.5055
11:09:00 AM,4.840553,16.33982,5.876292,21.10717,6.113167,84.20314,204.4469
11:09:00 AM,4.555731,16.61795,5.875427,21.0078,6.312606,87.65348,203.9111
11:09:00 AM,4.522353,16.66994,5.875314,20.99612,6.332656,88.04149,203.8424
11:09:00 AM,4.160304,16.87727,5.862301,20.89797,6.506891,90.71903,204.3893
11:09:00 AM,4.118976,16.90415,5.861135,20.886,6.529016,91.07091,204.4191
11:09:00 AM,3.746503,16.99077,5.850487,20.93748,6.624105,93.57748,204.5918
11:09:00 AM,3.70244,17.00529,5.849133,20.93853,6.638093,93.88147,204.6256
11:09:00 AM,3.397198,17.31971,5.839077,20.94747,6.710726,94.50311,205.0173
11:09:00 AM,3.359058,17.34897,5.837878,20.94996,6.720039,94.64032,205.0556
11:09:00 AM,3.069199,17.57313,5.829532,20.88117,6.805359,96.25174,205.2967
11:09:00 AM,3.034766,17.60236,5.828497,20.87571,6.814942,96.4074,205.33
11:09:00 AM,2.730611,17.59601,5.813637,20.88116,6.872864,97.23333,205.685
11:09:00 AM,2.695366,17.60315,5.812115,20.87932,6.880603,97.35735,205.7228
11:10:00 AM,2.521146,17.66153,5.815358,20.95797,7.031321,99.61072,205.1731
11:10:00 AM,2.164456,17.70114,5.811247,20.94158,7.078388,100.3614,205.2686
11:10:00 AM,2.127969,17.70656,5.810999,20.94251,7.087136,100.4966,205.2598
11:10:00 AM,1.778527,17.74175,5.80598,20.85825,7.181535,102.0858,205.6979
11:10:00 AM,1.736712,17.74601,5.805403,20.85019,7.190999,102.2443,205.7403
11:10:00 AM,1.280318,17.8993,5.802237,20.89457,7.210492,102.9612,206.4265
11:10:00 AM,1.229877,17.91363,5.801803,20.8956,7.215245,103.0748,206.5003
11:10:00 AM,0.8243657,18.08335,5.807395,20.80873,7.225224,103.3009,205.3681
11:10:00 AM,0.7745066,18.10307,5.807776,20.80284,7.226635,103.3427,205.2932
11:10:00 AM,0.4827926,18.19335,5.814336,20.92246,7.22585,103.523,204.9227
11:10:00 AM,0.4444663,18.20672,5.81508,20.92945,7.226137,103.5459,204.8522
11:10:00 AM,0.1989323,18.37304,5.817854,20.96381,7.266222,104.484,204.6935
11:10:00 AM,0.1680478,18.39026,5.818311,20.97071,7.269593,104.5697,204.6673
11:10:00 AM,0.1685331,18.67731,5.819622,21.05196,7.312684,105.823,204.6129
11:10:00 AM,0.1659613,18.74334,5.83142,20.79357,7.323182,106.1166,204.4402
11:10:00 AM,0.1658402,18.75786,5.832512,20.7731,7.325389,106.1801,204.4231
11:10:00 AM,0.1660967,18.73141,5.849407,20.7965,7.32148,106.3188,204.0054
11:10:00 AM,0.1661025,18.73064,5.851286,20.78967,7.321386,106.338,203.9631
11:10:00 AM,0.1647217,18.84907,5.862735,20.70629,7.318378,106.3046,203.0829
11:10:00 AM,0.1646099,18.85848,5.864295,20.70015,7.317964,106.3059,202.9916
11:10:00 AM,0.1640887,18.81208,5.865807,20.70377,7.345293,106.5941,203.3105
11:10:00 AM,0.163995,18.81229,5.866329,20.7011,7.347537,106.6176,203.3072
11:10:00 AM,0.1648263,18.8526,5.872592,20.65816,7.325886,106.3972,202.8732
11:10:00 AM,0.1,18.88778,5.881968,20.67123,7.327016,106.4899,202.0845
