Station,Date,Depth (m),Time,Temp (°C),pH,Cond (µS/cm),D.O. (mg/L,D.O. (%),ORP
Boysen Reservoir - TPD,,,,,,,,,
,,14.683635,,19.20637,8.206073,494.1868,3.383808,43.48988,-4.754396
,,14.173345,,19.4847,8.214272,489.6967,3.416927,44.16319,-3.602162
,,14.137425,,19.49822,8.214139,489.48,3.41828,44.19266,-3.515067
,,14.101515,,19.51174,8.214005,489.2633,3.419632,44.22213,-3.427971
,,13.922225,,19.82302,8.256388,487.2756,3.589473,46.7152,-3.032605
,,13.903595,,19.84291,8.258515,487.0977,3.598089,46.8452,-2.990994
,,13.884975,,19.8628,8.260643,486.9198,3.606706,46.97521,-2.949384
,,13.446515,,19.95424,8.296948,484.1466,3.752617,48.96647,-1.959742
,,13.421965,,19.96442,8.299498,483.9765,3.76287,49.10961,-1.904433
,,13.397425,,19.97459,8.302046,483.8065,3.773124,49.25275,-1.849125
,,13.372875,,19.98477,8.304594,483.6364,3.783377,49.39589,-1.793817
,,12.914135,,20.07027,8.312501,482.5199,4.086726,53.45044,-0.5225653
,,12.883085,,20.07623,8.31361,482.4103,4.104382,53.68722,-0.4410239
,,12.852035,,20.0822,8.314719,482.3008,4.122036,53.924,-0.3594826
,,12.645605,,20.17744,8.329561,481.6743,4.423679,57.98259,0.2756727
,,12.626295,,20.18385,8.330448,481.621,4.444461,58.2617,0.3322281
,,12.606985,,20.19026,8.331335,481.5677,4.465242,58.54082,0.3887835
,,12.587675,,20.19666,8.332222,481.5145,4.486024,58.81993,0.4453389
,,12.170145,,20.27201,8.336234,479.6268,4.618839,60.65411,1.779871
,,12.146075,,20.27756,8.336739,479.5251,4.631521,60.82692,1.856069
,,12.122005,,20.28311,8.337243,479.4233,4.644203,60.99973,1.932268
,,11.673955,,20.44457,8.347366,478.0366,4.928246,64.94317,3.301313
,,11.644295,,20.45382,8.347938,477.9337,4.944643,65.1705,3.393016
,,11.614625,,20.46306,8.34851,477.8307,4.96104,65.39784,3.484718
,,11.584965,,20.47231,8.349081,477.7278,4.977438,65.62518,3.57642
,,11.150635,,20.78012,8.357955,475.3416,5.214666,69.17742,4.33952
,,11.121165,,20.7977,8.358577,475.202,5.231572,69.42403,4.403584
,,11.091685,,20.81527,8.3592,475.0625,5.248477,69.67065,4.467647
,,10.905965,,20.9928,8.383196,474.4984,5.490915,73.15157,5.032221
,,10.888465,,21.00725,8.384522,474.4249,5.507236,73.38857,5.07492
,,10.870955,,21.02171,8.38585,474.3513,5.523557,73.62557,5.117619
,,10.853455,,21.03616,8.387177,474.2777,5.539878,73.86258,5.160317
,,10.427305,,21.0748,8.397852,473.1182,5.657259,75.48698,6.467744
,,10.403665,,21.08047,8.398847,473.0519,5.667862,75.6365,6.539844
,,10.380025,,21.08615,8.399841,472.9857,5.678465,75.78601,6.611942
,,9.932575,,21.19424,8.404099,472.7669,5.918656,79.16248,7.992644
,,9.902765,,21.20042,8.404524,472.7334,5.932693,79.35947,8.084259
,,9.872965,,21.2066,8.404949,472.7,5.94673,79.55645,8.175874
,,9.843155,,21.21277,8.405375,472.6666,5.960767,79.75343,8.267488
,,9.395025,,21.41451,8.419326,473.4119,6.173997,82.93954,8.572229
,,9.364545,,21.4262,8.420074,473.4409,6.189072,83.16019,8.616401
,,9.334065,,21.43789,8.420822,473.4699,6.204146,83.38084,8.660573
,,9.116015,,21.46371,8.423463,473.4321,6.401443,86.11745,9.873848
,,9.096505,,21.46902,8.423868,473.4443,6.415017,86.31027,9.937581
,,9.077005,,21.47432,8.424273,473.4566,6.42859,86.5031,10.00131
,,8.637075,,21.51595,8.417539,473.3708,6.527502,87.86911,11.42176
,,8.611315,,21.51855,8.417261,473.366,6.536065,87.98766,11.51393
,,8.585545,,21.52114,8.416985,473.3612,6.544629,88.10622,11.6061
,,8.559775,,21.52373,8.416707,473.3564,6.553192,88.22478,11.69828
,,8.169635,,21.56916,8.412279,473.4212,6.714547,90.47591,13.09303
,,8.142145,,21.57218,8.411933,473.4225,6.724169,90.60989,13.18795
,,8.114655,,21.57519,8.411586,473.4238,6.733791,90.74387,13.28287
,,7.801155,,21.64709,8.397522,473.5215,6.853581,92.48595,13.95664
,,7.778325,,21.65144,8.396758,473.5274,6.862525,92.61414,14.01676
,,7.755495,,21.6558,8.395993,473.5333,6.87147,92.74232,14.07688
,,7.732665,,21.66015,8.395229,473.5392,6.880414,92.87051,14.137
,,7.329325,,21.69035,8.375531,473.4956,6.922582,93.49558,15.57622
,,7.304125,,21.69325,8.374337,473.4957,6.927094,93.56168,15.65686
,,7.278935,,21.69615,8.373143,473.4957,6.931607,93.62778,15.7375
,,6.748315,,21.75053,8.353538,473.4202,7.002151,94.68976,17.21284
,,6.715105,,21.75375,8.352223,473.4158,7.006437,94.75401,17.31104
,,6.681895,,21.75698,8.35091,473.4115,7.010724,94.81824,17.40924
,,6.473075,,21.74487,8.340483,473.507,7.072968,95.63557,18.16982
,,6.452745,,21.74532,8.3396,473.5103,7.07739,95.69624,18.23497
,,6.432425,,21.74576,8.338717,473.5136,7.081812,95.75691,18.30012
,,6.412095,,21.74621,8.337835,473.5169,7.086235,95.81758,18.36527
,,5.842285,,21.77514,8.319222,473.9501,7.111614,96.54753,19.78622
,,5.810555,,21.77629,8.318111,473.9729,7.11413,96.59962,19.8703
,,5.778835,,21.77743,8.317001,473.9957,7.116646,96.65171,19.95439
,,5.255955,,21.83801,8.294028,475.0616,7.160126,97.0295,21.76417
,,5.218905,,21.84156,8.292527,475.1224,7.162792,97.06292,21.88144
,,5.181845,,21.84511,8.291027,475.1832,7.165458,97.09634,21.99872
,,5.144795,,21.84866,8.289527,475.2439,7.168124,97.12975,22.116
,,4.613135,,21.90345,8.277797,475.6213,7.206697,97.75566,23.53407
,,4.576915,,21.9073,8.276751,475.6618,7.20944,97.7934,23.63943
,,4.540695,,21.91115,8.275703,475.7022,7.212183,97.83115,23.7448
,,4.101525,,21.94378,8.255628,475.9616,7.267612,98.65485,24.38785
,,4.069595,,21.94645,8.254412,475.9823,7.271061,98.70707,24.44785
,,4.037665,,21.94912,8.253196,476.003,7.27451,98.75928,24.50784
,,3.541895,,21.97647,8.227005,476.2934,7.293671,99.07259,26.32149
,,3.509035,,21.97845,8.225327,476.3128,7.295693,99.10396,26.423
,,3.476175,,21.98043,8.223649,476.3323,7.297715,99.13532,26.52452
,,3.443315,,21.98241,8.221972,476.3518,7.299737,99.16669,26.62603
,,2.934705,,22.00024,8.214777,476.7754,7.355717,99.95904,28.34897
,,2.899995,,22.00167,8.213885,476.8018,7.358808,100.0037,28.46903
,,2.865295,,22.0031,8.212994,476.8281,7.361898,100.0483,28.58908
,,2.624445,,22.03101,8.191396,476.8103,7.396308,100.5708,29.22738
,,2.602645,,22.03271,8.190216,476.818,7.399075,100.6117,29.29258
,,2.580845,,22.0344,8.189036,476.8257,7.40184,100.6525,29.35778
,,2.559045,,22.03609,8.187857,476.8335,7.404606,100.6934,29.42298
,,1.969275,,22.05306,8.168889,476.7909,7.420753,100.9465,30.72906
,,1.936615,,22.05442,8.167568,476.7889,7.422228,100.9692,30.80399
,,1.903955,,22.05578,8.166246,476.7869,7.423703,100.9919,30.87891
,,1.356585,,22.07646,8.14186,477.0651,7.457109,101.4876,32.94487
,,1.318705,,22.07779,8.140316,477.0779,7.459056,101.5168,33.07034
,,1.280835,,22.07912,8.138772,477.0907,7.461003,101.5459,33.19582
,,1.242955,,22.08045,8.137228,477.1036,7.46295,101.575,33.3213
,,0.757766,,22.14229,8.128878,477.4154,7.479475,101.9241,35.31947
,,0.723955,,22.14555,8.127976,477.4355,7.480937,101.9506,35.45432
,,0.690145,,22.14881,8.127076,477.4555,7.482399,101.977,35.58916
,,0.437811,,22.20763,8.106359,477.5333,7.502798,102.3757,36.26965
,,0.416227,,22.21163,8.105184,477.5429,7.504112,102.4017,36.3407
,,0.394644,,22.21562,8.104008,477.5526,7.505426,102.4278,36.41175
,,0.37306,,22.21961,8.102832,477.5622,7.506741,102.4538,36.4828
,,0.021908,,22.2391,8.083376,476.976,7.528642,102.7916,37.91079
,,0,,22.24125,8.082026,476.9503,7.530103,102.8159,37.99263
,,,,,,,,,
,8/11/2021,15.958361,951,17.29645,7.617191,522.8257,0.1311722,1.623938,38.63526
,,15.962181,,17.29599,7.61715,522.8253,0.1308677,1.620154,37.92251
,,15.939891,,17.2941,7.619492,522.8405,0.1284212,1.589823,35.86608
,,15.939251,,17.29374,7.619697,522.8387,0.1281059,1.58591,35.482
,,15.220851,,17.28247,7.614822,523.1158,0.1269197,1.570854,34.90667
,,14.397761,,17.30029,7.605574,522.8778,0.1269443,1.571711,35.33545
,,14.292801,,17.30166,7.604496,522.8636,0.1269102,1.571331,35.359
,,13.924741,,17.58727,7.600947,519.3448,0.1532622,1.909214,35.55787
,,13.860081,,17.61514,7.600269,519.0004,0.1557734,1.941432,35.59495
,,13.241931,,17.79925,7.601747,517.7151,0.2025683,2.534523,36.00428
,,12.570191,,18.49669,7.720649,513.4407,0.4038599,5.132785,33.10925
,,12.483631,,18.57084,7.732377,512.9843,0.4251516,5.407254,32.83864
,,12.135791,,19.39793,7.828966,505.804,1.111936,14.40052,32.84458
,,12.078831,,19.5021,7.8426,504.9668,1.184422,15.34833,32.73472
,,11.401971,,19.73843,8.03861,502.5974,1.712348,22.29865,32.63339
,,10.821411,,20.10177,8.163767,499.9203,2.687703,35.26429,33.16023
,,10.742191,,20.14396,8.182474,499.5912,2.799519,36.74865,33.2064
,,10.394021,,20.27649,8.216892,498.9121,3.682102,48.46487,33.72209
,,10.340771,,20.30184,8.224394,498.7553,3.801122,50.04569,33.79107
,,9.667461,,20.35455,8.273226,499.3581,4.162394,58.83603,34.3156
,,9.107761,,20.55036,8.296386,498.3107,4.727942,63.06134,35.15566
,,9.030971,,20.57131,8.300259,498.2271,4.794197,63.74766,35.25489
,,8.766901,,20.64527,8.302494,497.4155,5.256213,69.78394,35.786
,,8.722471,,20.65951,8.303435,497.2972,5.3204,70.49324,35.86685
,,8.169181,,20.72683,8.304969,496.9989,5.482968,74.66462,36.94204
,,7.615931,,20.81165,8.299433,496.7574,5.732994,76.48531,37.94826
,,7.543051,,20.82223,8.298944,496.7246,5.762456,76.7939,38.08291
,,7.234631,,20.88126,8.298211,496.3323,5.952343,79.32763,38.7266
,,7.185661,,20.88991,8.297928,496.2867,5.979353,79.62647,38.82338
,,6.518791,,20.89571,8.28894,496.3118,6.063704,81.83572,39.98024
,,5.785971,,20.95941,8.275684,496.0526,6.201024,82.85947,41.11952
,,5.692741,,20.96571,8.274094,496.0291,6.216927,83.02882,41.26824
,,5.035431,,21.00558,8.265861,496.0894,6.348,84.78994,42.45409
,,4.947511,,21.01167,8.264612,496.0859,6.365271,84.98988,42.60616
,,4.599121,,21.05543,8.254265,495.9816,6.471338,86.48744,43.35492
,,3.874151,,21.0951,8.235071,495.7529,6.514752,87.13895,44.52684
,,3.792131,,21.10039,8.232843,495.7265,6.522244,87.24832,44.66511
,,3.003371,,21.09905,8.225073,495.9064,6.599402,88.28207,46.30997
,,2.901681,,21.10026,8.223639,495.9154,6.608073,88.40064,46.50929
,,2.557981,,21.11689,8.207696,496.144,6.669299,89.24445,47.2554
,,1.864421,,21.10941,8.196228,496.3785,6.690578,89.51574,48.27666
,,1.785831,,21.10924,8.194573,496.4087,6.694526,89.56807,48.39907
,,1.098531,,21.15746,8.189917,496.4978,6.74991,90.3916,49.38448
,,1.007751,,21.16178,8.189088,496.5144,6.755826,90.47811,49.51468
,,0.671201,,21.20354,8.179987,496.4171,6.786324,90.97049,49.95276
,,0.069271,,21.24166,8.175858,496.1825,6.799781,91.22015,50.71906
,,0,,21.24669,8.175154,496.1559,6.801993,91.25921,50.80735
,,,,,,,,,
,9/15/2021,15.307651,931,19.15885,8.780081,441.1618,7.558342,97.49091,-23.94546
,,15.291761,,19.1269,8.759226,441.956,7.412915,95.55531,-29.66748
,,15.289701,,19.12301,8.755203,442.0816,7.397918,95.35781,-30.39736
,,15.234131,,19.08984,8.726424,442.8043,7.306115,94.10957,-33.34299
,,14.584991,,19.08265,8.710516,442.8397,7.118507,91.6767,-32.13002
,,14.519251,,19.08088,8.707992,442.8667,7.097238,91.39908,-32.10102
,,14.239691,,19.1297,8.722782,441.5046,6.965152,89.79226,-31.44783
,,14.188681,,19.13416,8.72366,441.3743,6.945733,89.55067,-31.33145
,,13.809031,,19.15094,8.732188,440.4673,6.931222,89.39429,-29.79092
,,13.429031,,19.15049,8.737129,440.1167,6.967085,89.85054,-28.2561
,,13.379181,,19.1509,8.737859,440.0549,6.970286,89.89203,-28.05431
,,13.130461,,19.16033,8.734007,440.0024,7.065904,91.14439,-27.65527
,,13.093721,,19.16114,8.733808,439.9868,7.076321,91.28019,-27.5635
,,12.713841,,19.1645,8.728305,439.9694,7.125534,91.92143,-26.3214
,,12.312531,,19.17464,8.724872,439.8743,7.214184,93.08719,-25.20598
,,12.260631,,19.17573,8.724361,439.8643,7.224355,93.22074,-25.05441
,,12.001571,,19.18631,8.717093,439.8095,7.289514,94.07996,-24.43196
,,11.962701,,19.18769,8.716284,439.8008,7.298922,94.20392,-24.33358
,,11.644461,,19.18107,8.706069,439.7609,7.332026,94.61834,-23.27264
,,11.358421,,19.1715,8.703147,439.859,7.380373,95.22456,-22.19186
,,11.320001,,19.17031,8.702537,439.8675,7.38615,95.29691,-22.05072
,,11.130331,,19.18652,8.69636,439.7548,7.42264,95.80251,-21.57461
,,11.102341,,19.18773,8.695687,439.7478,7.427839,95.87228,-21.49138
,,10.757951,,19.17956,8.684204,440.0589,7.444069,96.06594,-20.39167
,,10.432481,,19.17172,8.677149,439.5405,7.469032,96.36771,-19.22305
,,10.389061,,19.17063,8.676081,439.4999,7.471984,96.40318,-19.07121
,,10.230581,,19.17709,8.666158,439.8459,7.498034,96.75578,-18.48524
,,10.204141,,19.17742,8.664977,439.8586,7.501401,96.80006,-18.38825
,,9.811041,,19.17485,8.651612,439.7731,7.50514,96.84336,-17.03435
,,9.412981,,19.17869,8.643479,439.787,7.524269,97.097,-15.98872
,,9.360791,,19.17897,8.642255,439.7844,7.526236,97.12285,-15.84134
,,9.167051,,19.19456,8.626954,439.6584,7.525614,97.14358,-15.10944
,,9.134641,,19.19621,8.62522,439.6469,7.52625,97.15481,-15.00386
,,8.769171,,19.20597,8.614067,439.6756,7.528993,97.20956,-13.7217
,,8.460031,,19.19931,8.607759,439.7031,7.536785,97.29974,-12.77273
,,8.417451,,19.19893,8.606795,439.7071,7.537661,97.3106,-12.63716
,,8.233481,,19.19244,8.598579,439.614,7.550288,97.45886,-12.16838
,,8.205231,,19.19153,8.597589,439.606,7.551786,97.47633,-12.09134
,,7.733351,,19.21173,8.580365,439.4536,7.561616,97.64322,-10.59798
,,7.389111,,19.208,8.574153,439.6632,7.570624,97.75719,-9.596051
,,7.339541,,19.20832,8.57298,439.6792,7.571818,97.77374,-9.447598
,,7.176011,,19.20418,8.561109,439.5976,7.578351,97.84798,-8.857719
,,7.148661,,19.2036,8.559784,439.5981,7.579286,97.85889,-8.76745
,,6.792371,,19.21472,8.549927,439.4957,7.578112,97.86575,-7.675844
,,6.480041,,19.20762,8.545566,439.7418,7.589589,97.99474,-6.535349
,,6.437551,,19.20729,8.544835,439.7632,7.590678,98.00764,-6.387203
,,6.301561,,19.20709,8.536457,439.6988,7.591805,98.02465,-6.301215
,,6.277821,,19.20678,8.535522,439.7021,7.592344,98.03107,-6.253376
,,5.941791,,19.19486,8.526649,439.7538,7.596976,98.06725,-5.256231
,,5.576191,,19.20021,8.519462,439.6008,7.59245,98.02361,-4.303602
,,5.528901,,19.20034,8.518472,439.5877,7.592159,98.02051,-4.175481
,,5.230011,,19.18654,8.506656,439.684,7.600899,98.10706,-3.84532
,,5.188511,,19.18545,8.505278,439.6873,7.601556,98.11363,-3.780411
,,4.768031,,19.19845,8.491898,439.6385,7.607303,98.21361,-2.604447
,,4.450421,,19.2142,8.488239,439.5482,7.60209,98.17004,-1.914144
,,4.405451,,19.21623,8.487455,439.5373,7.601741,98.16882,-1.806797
,,4.251971,,19.20897,8.478358,439.5063,7.60646,98.22294,-1.41166
,,4.226501,,19.20883,8.477387,439.5,7.606699,98.2262,-1.350926
,,3.914271,,19.22132,8.468639,439.3825,7.616113,98.37311,-0.5628918
,,3.547701,,19.23404,8.465156,439.3326,7.6174,98.41037,0.2704721
,,3.501161,,19.23574,8.464539,439.3238,7.617827,98.4188,0.3787347
,,3.331301,,19.23265,8.453567,439.4255,7.625459,98.50983,0.9532953
,,3.302141,,19.23281,8.452415,439.4337,7.626209,98.51952,1.037329
,,2.829541,,19.23008,8.438359,439.3701,7.631799,98.58645,2.212779
,,2.515111,,19.23174,8.434411,439.5796,7.633523,98.61403,2.884522
,,2.468601,,19.23184,8.433584,439.598,7.633858,98.61874,2.988779
,,2.203901,,19.22596,8.422274,439.4539,7.636017,98.63184,3.82488
,,2.168051,,19.22547,8.421082,439.448,7.63627,98.6339,3.926903
,,1.781041,,19.23174,8.408753,439.342,7.637259,98.65897,4.829943
,,1.416481,,19.23715,8.404481,439.3965,7.637744,98.6771,5.441778
,,1.368091,,19.23791,8.403675,439.3988,7.63782,98.67971,5.530522
,,1.258731,,19.24283,8.393985,439.21,7.644661,98.78019,6.090899
,,1.235841,,19.24349,8.392931,439.1942,7.645334,98.79047,6.164732
,,0.800691,,19.25733,8.380595,439.2357,7.640931,98.76134,7.472699
,,0.339832,,19.26469,8.375804,439.2567,7.632641,98.6671,8.408954
,,0.279674,,19.26587,8.374942,439.2607,7.631653,98.65651,8.544317
,,0.039118,,19.26585,8.36328,439.2627,7.648085,98.86579,8.922648
,,0,,19.26609,8.362022,439.2637,7.649354,98.8823,8.990263
,,,,,,,,,
,10/5/2021,15.058026,910,15.05747,8.579137,560.7648,7.374029,86.5081,-92.30109
,,15.050046,,15.03729,8.576491,560.9031,7.158641,83.94804,-92.77143
,,15.049356,,15.0353,8.576014,560.9303,7.133453,83.64924,-92.90141
,,14.888256,,15.00864,8.574122,561.0969,6.962704,81.59922,-92.61783
,,14.444936,,14.99121,8.564402,560.9995,6.880321,80.60309,-91.69501
,,14.395496,,14.98865,8.563375,560.9951,6.867035,80.44282,-91.59366
,,14.040566,,14.99725,8.56325,554.0679,6.739927,78.96524,-90.76895
,,13.990376,,14.99751,8.56288,553.3997,6.725268,78.79361,-90.65583
,,13.801176,,14.98576,8.573933,548.3503,6.674171,77.88527,-90.2944
,,13.365846,,15.01883,8.592774,547.5267,6.636752,77.75313,-89.58134
,,13.316976,,15.0217,8.595016,547.2979,6.63167,77.71383,-89.50022
,,13.138576,,15.24212,8.628262,532.7261,6.703353,78.94402,-90.40089
,,13.105796,,15.26466,8.632143,531.3076,6.709088,79.06124,-90.4626
,,12.611186,,15.57438,8.698749,515.5197,6.760282,80.19357,-90.70863
,,12.174416,,15.78566,8.716259,508.3956,6.980761,83.18532,-89.95234
,,12.114736,,15.8164,8.720132,507.2022,7.00422,83.51763,-89.88222
,,11.938166,,15.88369,8.722673,505.0351,7.2813,86.94315,-89.33912
,,11.906336,,15.89708,8.723367,504.6126,7.315969,87.38013,-89.25746
,,11.579106,,15.92464,8.721488,504.5056,7.446348,88.99013,-88.6024
,,11.239766,,15.96758,8.711383,503.4737,7.667323,91.72181,-87.96187
,,11.195376,,15.97267,8.710312,503.3706,7.692969,92.03891,-87.87746
,,10.955136,,15.98889,8.7023,502.3257,7.861484,94.08392,-87.38429
,,10.920286,,15.99195,8.701153,502.1877,7.88549,94.37699,-87.31492
,,10.494306,,15.97825,8.681867,501.8879,7.954421,95.17377,-86.1646
,,10.100076,,15.99151,8.665556,501.2341,8.046682,96.30388,-85.30833
,,10.047296,,15.99236,8.663314,501.1615,8.057775,96.43826,-85.18628
,,9.792666,,16.02459,8.652742,500.1859,8.108459,97.11363,-84.65511
,,9.754776,,16.02823,8.651175,500.0686,8.116501,97.21756,-84.5756
,,9.301086,,16.01832,8.632746,500.0269,8.131299,97.37419,-83.62217
,,8.846356,,16.08473,8.616344,499.2909,8.153179,97.77389,-82.62621
,,8.786476,,16.09094,8.61412,499.2185,8.155749,97.81755,-82.49633
,,8.543326,,16.10383,8.606752,499.5558,8.155653,97.84359,-82.0123
,,8.504296,,16.10758,8.605488,499.5615,8.156391,97.86023,-81.93137
,,8.088866,,16.13756,8.591179,499.2868,8.132682,97.63804,-81.00719
,,7.618256,,16.1314,8.581272,499.1087,8.141261,97.7272,-80.3054
,,7.558236,,16.13178,8.579827,499.0806,8.141335,97.72879,-80.20596
,,7.347826,,16.17432,8.572801,499.028,8.11966,97.55933,-79.78241
,,7.311436,,16.17812,8.571801,499.017,8.11795,97.54687,-79.71849
,,6.818346,,16.19545,8.559556,499.0535,8.109123,97.47684,-78.83213
,,6.765046,,16.19869,8.558162,499.0551,8.107463,97.46373,-78.7344
,,6.308536,,16.20935,8.546206,498.7219,8.09994,97.3953,-77.77553
,,6.113106,,16.22421,8.541962,498.8781,8.084126,97.23901,-77.06606
,,6.079366,,16.22602,8.541161,498.8819,8.082342,97.22158,-76.96618
,,5.721146,,16.2178,8.531955,499.1848,8.072052,97.08099,-76.44779
,,5.680866,,16.21757,8.530949,499.2196,8.070503,97.06202,-76.37391
,,5.333356,,16.1984,8.522143,499.7822,8.070202,97.01774,-75.77108
,,5.119576,,16.22136,8.516438,499.4938,8.087976,97.28002,-75.31899
,,5.087326,,16.22296,8.515594,499.4847,8.089691,97.30402,-75.25478
,,4.785086,,16.29653,8.504782,499.0152,8.078976,97.32767,-73.89835
,,4.749206,,16.3043,8.503567,498.9596,8.078654,97.33996,-73.75523
,,4.359796,,16.39212,8.497859,498.4592,8.058669,97.28078,-74.21883
,,4.166586,,16.45183,8.491963,497.7571,8.068789,97.52367,-73.98409
,,4.134896,,16.46052,8.491208,497.6723,8.069125,97.54546,-73.97849
,,3.761116,,16.47094,8.484256,497.7659,8.072373,97.60619,-74.1357
,,3.719196,,16.47406,8.483387,497.7488,8.073093,97.62121,-74.14125
,,3.356466,,16.47082,8.478732,497.8555,8.10169,97.96255,-73.90469
,,3.166016,,16.48833,8.474825,497.8563,8.119513,98.21465,-73.323
,,3.135686,,16.48995,8.474293,497.8593,8.122207,98.2507,-73.25814
,,2.748986,,16.48926,8.46779,498.3398,8.125303,98.54704,-72.14529
,,2.705976,,16.48986,8.467037,498.3849,8.126227,98.58397,-72.01876
,,2.241316,,16.51565,8.454264,497.726,8.155345,98.72363,-71.08465
,,2.008896,,16.54255,8.447336,497.5993,8.155571,98.7718,-70.48395
,,1.971006,,16.54604,8.446239,497.5641,8.15659,98.78101,-70.3951
,,1.564056,,16.55891,8.435673,497.1217,8.16087,98.94344,-69.28577
,,1.517706,,16.5611,8.434436,497.0761,8.161241,98.9603,-69.16019
,,1.118406,,16.54939,8.421593,497.6854,8.173872,99.00408,-69.27164
,,0.905776,,16.54536,8.418125,497.4219,8.185789,99.13661,-68.76458
,,0.871956,,16.54458,8.417362,497.4174,8.187368,99.15079,-68.72011
,,0.482236,,16.5647,8.403901,497.0953,8.193905,99.26191,-67.37164
,,0.438282,,16.56645,8.402529,497.0544,8.194952,99.27727,-67.22607
,,0,,16.57522,8.38746,497.1896,8.197791,99.3381,-65.97014
