Station,Date,Depth (m),Time,Temp (°C),pH,Cond (µS/cm),D.O. (mg/L,D.O. (%),ORP
Wheatland Reservoir #1 - D,,,,,,,,,
,,,,,,,,,
,6/24/2015,0,17:15:00,23.18,8.37,702.4,7.75,108.9,92
,,0.5,17:16:00,23.18,8.38,702.3,7.73,108.7,86
,,1,17:17:00,23.17,8.38,702.4,7.74,108.7,82
,,1.5,17:18:00,23.18,8.38,702.3,7.73,108.5,79
,,2,17:19:00,23.18,8.38,701.6,7.74,108.4,77
,,2.5,17:21:00,23.13,8.38,701.8,7.72,108.4,72
,,3,17:22:00,23.1,8.38,701.7,7.73,108.5,71
,,4,17:22:00,22.49,8.39,700,7.8,108,70
,,5,17:24:00,19.57,8.37,700.9,7.76,101.5,71
,,6,17:25:00,17.64,8.33,704.1,7.41,93.4,72
,,7,17:26:00,15.08,8.14,708,5.17,64.1,77
,,8,17:28:00,14.90,8.07,708.3,4.6,55,76
,,9,17:29:00,13.95,7.97,710.4,3.47,40.3,77
,,10,17:30:00,13.90,7.89,713.8,2.9,24.5,75
,,10.7,17:32:00,12.67,7.75,713.8,0.54,6.1,78
,,,,,,,,,
,8/5/2015,0.257,15:34:02,22.34,8.48,677.5,7.83,108.9,80
,,0.553,15:35:27,22.36,8.49,677.5,7.83,108.9,77
,,1.014,15:37:32,22.32,8.49,677.6,7.84,108.9,73
,,1.542,15:40:14,22.2,8.5,676.9,7.83,108.4,70
,,2.094,15:41:11,22.12,8.5,676.7,7.82,108.1,69
,,2.429,15:42:11,22.09,8.5,677.2,7.83,107.9,68
,,2.96,15:43:11,22.09,8.5,677.3,7.84,108,67
,,4.077,15:44:17,21.68,8.51,681.2,7.87,107.6,67
,,5.052,15:45:38,21.37,8.47,677.5,7.43,100.9,66
,,6.085,15:47:08,20.08,8.14,684.5,4.13,54.6,73
,,7.187,15:48:52,19.39,7.93,684,1.92,25.1,75
,,7.605,15:50:29,18.76,7.79,686,0.12,1.5,25
,,,,,,,,,
,9/3/2015,0.173,15:05:44,20.80,8.48,731.2,7.51,101.4,135
,,0.544,15:07:13,20.59,8.49,730.5,7.57,101.8,134
,,1.03,15:09:00,20.29,8.5,729.8,7.75,103.5,134
,,1.446,15:10:47,20.08,8.51,730.2,7.78,103.4,134
,,2.042,15:12:10,19.82,8.5,729.5,7.65,101.2,135
,,2.507,15:12:59,19.77,8.49,729.6,7.59,100.3,135
,,3.038,15:13:53,19.72,8.49,729.8,7.51,99.2,135
,,3.98,15:15:28,19.29,8.42,731.4,6.74,88.2,137
,,4.974,15:16:43,19.22,8.42,731.7,6.61,86.4,137
,,6.08,15:18:17,19.14,8.38,733.5,6.21,81,137
,,7,15:19:52,19.07,8.35,733.8,5.83,75.9,137
,,,,,,,,,
,6/21/2018,*battery on HydroLab Sonde died,,,,,,,
,,,,,,,,,
,8/7/2018,0,16:45:00,22.6,8.61,675.7,9.55,129.8,236
,,0.5,,22.6,8.60,675.5,9.49,129.4,234
,,1,,22.3,8.60,674.4,9.56,129.7,234
,,1.5,,21.9,8.60,674.1,9.65,129.5,233
,,2,,21.7,8.54,674.4,9.56,127.8,234
,,2.5,,21.7,8.58,674.9,9.31,124.4,234
,,3,,21.6,8.57,675.4,8.87,118.4,235
,,4,,21.4,8.58,674.5,8.98,118.5,235
,,5,,21.1,8.55,674.7,8.40,111.0,236
,,6,,21.0,8.27,684.0,4.52,60.0,238
,,7,,20.8,8.19,683.3,3.74,49.4,239
,,7.5,bottom,20.5,8.45,674.5,7.02,91.7,237
,,,,,,,,,
,9/4/2018,0,16:55:00,19.1,8.56,718.3,8.65,116.7,252
,,0.5,,18.9,8.58,716.7,8.72,117.2,251
,,1,,18.4,8.59,716.7,8.79,116.7,251
,,1.5,,18.3,8.57,717.8,8.63,114.6,251
,,2,,18.2,8.56,718.2,8.59,113.8,251
,,2.5,,18.2,8.54,718.7,8.35,110.7,251
,,3,,18.1,8.53,718.9,8.26,109.3,251
,,4,,17.9,8.52,718.9,8.21,108.1,251
,,5,17:05:00,17.6,8.31,721.1,4.86,62.8,171
