Station,Date,Depth (m),Time,Temp (°C),pH,Cond (µS/cm),D.O. (mg/L,D.O. (%),ORP,
Pilger Lake - D,,,,,,,,,,
,6/2/2014,0,1653,20.5,8.23,906.8,7.42,108.8,271,
,,0.5,1654,18.9,8.4,929.6,6.84,96.4,261,
,,1,1655,15.8,8.2,914.1,6.41,84.8,257,
,,,,,,,,,,
,7/28/2014,0,956,21.06,8.23,1009,5.8,83.6,286,
,,0.5,958,19.98,8.19,1006,5.52,78.3,284,
,,,,,,,,,,
,9/16/2014,0,1010,12.8,8.7,1142,7.95,97.5,225,
,,0.5,1011,12.9,8.44,1141,7.84,96.4,239,
