Station,Date,Depth (m),Time,Temp (°C),pH,Cond (µS/cm),D.O. (mg/L,D.O. (%),ORP
Pathfinder - TPD,,,,,,,,,
,7/20/2011,0.0,1014,18.61,7.82,341.4,7.15,95,364
,,0.5,,18.69,7.82,340.9,7.14,94.9,367
,,1.0,,18.58,7.83,340.9,7.14,94.8,367
,,1.5,,18.57,7.86,340.5,7.13,94.8,367
,,2.0,,18.56,7.84,340.3,7.13,94.7,369
,,2.5,,18.56,7.85,340.5,7.12,94.5,369
,,3.0,,18.55,7.85,340.8,7.13,94.7,369
,,4.0,,18.53,7.86,340.5,7.13,94.7,368
,,5.0,,18.52,7.87,339.7,7.11,94.6,370
,,6.0,,18.53,7.88,340.1,7.12,94.5,370
,,7.0,,18.49,7.89,341.4,7.12,94.4,369
,,8.0,,18.49,7.89,341.9,7.10,94,370
,,9.0,,18.47,7.91,342.1,7.09,94,370
,,10.0,,18.46,7.92,342.0,7.09,94,370
,,11.0,,18.46,7.92,341.7,7.09,94,370
,,12.0,,18.44,7.94,341.7,7.03,93.6,371
,,13.0,,18.41,7.94,342.6,7.06,93.5,371
,,14.0,,18.38,7.94,342.6,7.05,93.4,371
,,15.0,,18.36,7.95,342.1,7.06,93.3,371
,,20.0,,15.54,7.82,353.1,6.01,79.2,372
,,25.0,,13.12,7.69,415.4,5.97,67.8,375
,,30.0,,12.33,7.62,424.4,5.74,60.8,375
,,,,,,,,,
,7/17/2012,0.0,1210,20.62,8.45,349.1,7.47,101.5,246
,,0.5,,20.56,8.46,348.8,7.47,101.4,243
,,1.0,,20.55,8.46,348.9,7.47,101.4,242
,,1.5,,20.57,8.48,348.0,7.46,101.2,242
,,2.0,,20.53,8.48,349.1,7.46,101.1,242
,,2.5,,20.46,8.49,348.8,7.46,100.9,241
,,3.0,,20.47,8.47,348.3,7.47,100.6,241
,,4.0,,20.12,8.47,348.6,7.26,97.7,241
,,5.0,,20.09,8.46,349.4,7.22,97,241
,,6.0,,20.04,8.45,348.8,7.18,96.6,241
,,7.0,,19.97,8.45,348.8,7.13,95.5,241
,,8.0,,19.91,8.44,348.9,7.04,94.2,241
,,9.0,,19.81,8.44,348.8,6.88,91.9,241
,,10.0,,19.76,8.43,348.9,6.85,91.6,242
,,11.0,,19.73,8.43,348.6,6.82,91.1,242
,,12.0,,19.65,8.41,348.7,6.75,90.9,242
,,13.0,,19.44,8.35,349.7,6.42,84.8,242
,,14.0,,19.41,8.35,349.7,6.37,84.5,243
,,15.0,,19.30,8.32,349.9,6.17,81.8,244
,,20.0,,16.52,8.01,347.1,5.51,68.8,251
,,25.0,,15.54,7.81,347.1,4.43,53.8,256
,,30.0,,15.05,7.68,347.2,3.22,38.5,260
,,,,,,,,,
,7/9/2013,0.0,817,20.14,8.3,429.1,7.75,106,375
,,0.5,,20.15,8.29,429.1,7.77,106.3,376
,,1.0,,20.15,8.29,429.4,7.75,106.1,377
,,1.5,,20.14,8.28,428.9,7.75,106,376
,,2.0,,20.13,8.28,429.0,7.77,106.1,376
,,2.5,,20.13,8.28,428.8,7.74,106,376
,,3.0,,20.13,8.28,428.8,7.74,105.8,376
,,4.0,,19.88,8.26,428.8,7.74,105.2,376
,,5.0,,19.68,8.25,428.6,7.72,104.3,376
,,6.0,,19.57,8.23,428.4,7.66,103.4,376
,,7.0,,19.26,8.21,428.3,7.60,102.1,376
,,8.0,,19.00,8.17,427.3,7.49,99.8,376
,,9.0,,18.05,8.1,426.8,7.38,96,377
,,10.0,,17.03,8.02,426.0,7.01,89.7,379
,,11.0,,16.23,7.97,425.7,6.81,85.6,379
,,12.0,,16.11,7.96,423.3,6.88,86.7,379
,,13.0,,16.00,7.93,424.6,7.01,86.8,380
,,14.0,,15.53,7.91,422.1,6.86,85.3,380
,,15.0,,15.51,7.91,421.3,6.89,85.4,380
,,20.0,,14.50,7.72,425.1,5.84,70.7,382
,,25.0,,14.10,7.54,426.7,4.61,54.9,383
,,,,,,,,,
,6/13/2016,0.0,835,17.55,8.38,420,7.51,97.4,487
,,0.5,,17.44,8.38,419,7.51,97.2,488
,,1.0,,17.39,8.38,420,7.54,97.6,488
,,1.5,,17.36,8.38,420,7.54,97.7,488
,,2.0,,17.34,8.38,420,7.54,97.4,489
,,2.5,,17.34,8.38,420,7.56,97.5,490
,,3.0,,17.31,8.39,420,7.53,97.3,490
,,4.0,,17.26,8.39,420,7.57,97.6,491
,,5.0,,17.24,8.38,420,7.56,97.4,491
,,6.0,,16.54,8.35,420,7.61,96.9,493
,,7.0,,14.73,8.31,419,7.75,94.8,494
,,8.0,,14.06,8.3,419,7.73,93,496
,,9.0,,13.38,8.28,418,7.65,90.7,497
,,10.0,,12.66,8.28,418,7.66,89.3,498
,,11.0,,12.06,8.28,417,7.65,88.1,499
,,12.0,,11.87,8.29,418,7.72,88.3,500
,,13.0,,11.71,8.3,419,7.71,88.1,502
,,14.0,,11.29,8.29,416,7.73,87.6,503
,,15.0,,11.20,8.3,417,7.72,87.1,504
,,20.0,,10.59,8.3,413,7.69,85.5,505
,,25.0,,10.04,8.25,412,7.42,81.4,507
,,30.0,,9.92,8.23,412,7.23,79.1,508
,,39.0,,9.70,8.18,412,6.82,74.2,509
,,,,,,,,,
,7/18/2016,0.0,837,19.14,8.39,420,7.27,97.2,494
,,0.5,,19.13,8.4,420,7.24,96.6,494
,,1.0,,19.08,8.39,420,7.21,96.2,494
,,1.5,,19.05,8.39,420,7.17,95.9,495
,,2.0,,19.03,8.39,421,7.15,95.5,495
,,2.5,,19.13,8.39,421,7.18,96,496
,,3.0,,19.00,8.39,421,7.13,95,497
,,4.0,,18.98,8.38,422,7.12,95,497
,,5.0,,18.94,8.36,422,7.08,94.4,498
,,6.0,,18.90,8.36,422,7.02,93.5,499
,,7.0,,18.89,8.36,422,7.05,93.8,499
,,8.0,,18.87,8.36,422,7.03,93.5,500
,,9.0,,18.85,8.36,422,7.06,93.9,500
,,10.0,,18.83,8.36,422,7.04,93.7,501
,,11.0,,18.83,8.36,422,7.02,93.5,502
,,12.0,,17.69,8.22,421,6.5,84.1,503
,,13.0,,17.36,8.19,421,6.37,82.2,504
,,14.0,,16.90,8.16,421,6.3,80.3,505
,,15.0,,16.59,8.14,420,6.21,78.8,506
,,20.0,,14.94,8.01,417,5.75,70.2,509
,,25.0,,13.51,7.93,415,5.43,64.2,511
,,30.0,,12.76,7.88,415,5,58.2,513
,,39.0,,12.15,7.77,416,4.12,47.3,516
,,,,,,,,,
,9/12/2016,0.0,916,17.15,8.34,428,6.83,88.1,332
,,0.5,,17.19,8.34,428,6.81,87.9,331
,,1.0,,17.17,8.35,429,6.84,88.4,331
