Station,Date,Depth (m),Time,Temp (°C),pH,Cond (µS/cm),D.O. (mg/L,D.O. (%),ORP
,,1.5,,17.18,8.34,428,6.83,88.3,331
,,2.0,,17.17,8.34,428,6.85,88.3,331
,,2.5,,17.16,8.34,428,6.83,88.2,331
,,3.0,,17.15,8.34,428,6.83,88,331
,,4.0,,17.18,8.34,428,6.81,88,331
,,5.0,,17.19,8.34,429,6.81,88.1,331
,,6.0,,17.19,8.33,428,6.8,87.6,331
,,7.0,,17.17,8.33,428,6.83,88.1,331
,,8.0,,17.20,8.34,428,6.9,89.1,331
,,9.0,,17.20,8.34,428,6.83,88.3,332
,,10.0,,17.20,8.33,429,6.83,88.2,332
,,11.0,,17.20,8.34,428,6.84,88.2,332
,,12.0,,17.19,8.34,428,6.83,88.4,332
,,13.0,,17.19,8.34,428,6.87,88.6,332
,,14.0,,17.19,8.34,428,6.87,88.4,332
,,15.0,,17.20,8.34,429,6.82,88.2,332
,,20.0,,17.20,8.34,429,6.83,88.4,333
,,25.0,,17.20,8.33,428,6.78,87.5,333
,,30.0,,17.16,8.3,429,6.64,85.6,333
,,36.0,,16.21,7.62,427,0.9,11.5,336
,,,,,,,,,
,6/12/2017,0,7:57:00,17.06,8.48,409,7.47,96.7,371
,,0.5,,16.99,8.47,410,7.47,96.7,370
,,1,,16.94,8.45,410,7.46,96.7,370
,,1.5,,16.90,8.43,410,7.50,96.6,369
,,2,,16.87,8.43,411,7.49,96.8,368
,,2.5,,16.85,8.42,411,7.48,96.5,368
,,3,,16.72,8.41,412,7.51,96.9,367
,,4,,16.58,8.41,413,7.50,96.1,367
,,5,,15.93,8.38,415,7.53,95.5,367
,,6,,15.58,8.37,416,7.57,94.8,367
,,7,,15.45,8.38,415,7.57,94.9,367
,,8,,14.55,8.34,416,7.58,93.1,367
,,9,,13.96,8.32,416,7.63,92.4,368
,,10,,13.60,8.30,416,7.58,91.1,368
,,11,,13.26,8.29,415,7.60,90.6,369
,,12,,12.49,8.25,415,7.59,89.0,370
,,13,,12.29,8.25,415,7.56,88.3,370
,,14,,12.15,8.24,415,7.51,87.4,371
,,15,,11.98,8.24,415,7.47,86.7,372
,,20,,11.16,8.19,416,7.29,82.9,374
,,25,,10.64,8.17,416,7.20,81.0,375
,,30,,10.19,8.13,416,7.02,78.0,377
,,38,,9.96,8.11,417,6.90,76.1,380
,,,,,,,,,
,7/18/2017,0,8:25:00,21.47,8.61,420,7.19,100.8,365
,,0.5,,21.42,8.60,420,7.18,100.8,364
,,1,,21.38,8.59,421,7.16,100.3,363
,,1.5,,21.36,8.59,421,7.16,100.3,363
,,2,,21.33,8.58,422,7.15,100.1,362
,,2.5,,21.33,8.58,422,7.16,100.2,361
,,3,,21.32,8.58,422,7.14,100.1,361
,,4,,21.02,8.53,423,6.95,96.5,361
,,5,,20.53,8.51,424,6.95,95.7,360
,,6,,20.39,8.50,424,6.91,95.1,360
,,7,,20.15,8.48,424,6.85,93.7,360
,,8,,19.99,8.47,424,6.76,92.1,360
,,9,,19.50,8.41,424,6.54,88.1,361
,,10,,18.62,8.33,424,6.25,82.8,361
,,11,,18.19,8.29,423,6.18,81.0,362
,,12,,17.47,8.24,422,6.01,77.8,362
,,13,,16.55,8.16,421,5.72,72.6,364
,,14,,16.00,8.11,420,5.50,69.0,364
,,15,,15.84,8.15,423,5.86,73.3,365
,,20,,14.39,8.07,423,5.67,68.7,366
,,25,,13.58,7.95,425,4.92,58.5,368
,,30,,13.35,7.91,426,4.66,55.2,369
,,37,,13.02,7.81,427,3.69,43.2,371
,,,,,,,,,
,9/18/2017,0,9:40:00,17.84,8.44,427,6.51,85.4,422
,,0.5,,17.84,8.44,427,6.52,84.7,421
,,1,,17.83,8.44,427,6.50,85.2,421
,,1.5,,17.83,8.43,427,6.50,85.2,420
,,2,,17.84,8.43,427,6.49,85.1,421
,,2.5,,17.84,8.43,426,6.46,85.0,421
,,3,,17.85,8.42,426,6.46,84.8,421
,,4,,17.85,8.42,426,6.45,84.8,421
,,5,,17.84,8.42,426,6.45,84.8,420
,,6,,17.85,8.42,426,6.44,84.7,421
,,7,,17.85,8.42,426,6.44,84.4,421
,,8,,17.85,8.42,426,6.44,84.4,421
,,9,,17.84,8.43,425,6.45,84.7,421
,,10,,17.84,8.43,426,6.46,84.9,421
,,11,,17.84,8.43,426,6.44,84.7,421
,,12,,17.83,8.43,426,6.45,84.6,422
,,13,,17.84,8.43,426,6.41,84.2,422
,,14,,17.84,8.43,426,6.43,84.5,421
,,15,,17.84,8.43,426,6.49,84.9,422
,,20,,17.83,8.43,426,6.42,84.2,422
,,25,,16.68,7.66,420,1.70,22.3,427
,,30,,15.52,7.47,422,0.01,0.1,428
,,35,,15.25,7.47,424,0.00,0.0,374
