"#DOWNLOAD URL# http://data.usbr.gov/rise/api/result/downloadall?filename=RISE%20Time%20Series%20Query%20Package%20%282024-04-01%29&order=ASC&query%5B0%5D=itemId.195.before.2023-12-31.after.1980-01-01.order.ASC&type=csv","","","","","",""
"#DOWNLOAD DATE# 2024-04-01","","","","","",""
"#LOCATION INFORMATION#","","","","","",""
"Location","State","Coordinates (long, lat)","Timezone","Location Type","",""
"Boysen Reservoir Dam and Powerplant","WY","(-108.1769, 43.4)","MT","Lake/Reservoir","",""
"","","","","","",""
"#SERIES DATA#","","","","","",""
"Location","Parameter","Result","Units","Timestep","Aggregation","Datetime (UTC)"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","578129","af","daily","instant","1993-01-14 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","577970","af","daily","instant","1993-01-15 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","578129","af","daily","instant","1993-01-16 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","578281","af","daily","instant","1993-01-17 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","578440","af","daily","instant","1993-01-18 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","577970","af","daily","instant","1993-01-19 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","577659","af","daily","instant","1993-01-20 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","577970","af","daily","instant","1993-01-21 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","578440","af","daily","instant","1993-01-22 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","578129","af","daily","instant","1993-01-23 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","577659","af","daily","instant","1993-01-24 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","577196","af","daily","instant","1993-01-25 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","577659","af","daily","instant","1993-01-26 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","577970","af","daily","instant","1993-01-27 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","578129","af","daily","instant","1993-01-28 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","578281","af","daily","instant","1993-01-29 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","578440","af","daily","instant","1993-01-30 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","578281","af","daily","instant","1993-01-31 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","578440","af","daily","instant","1993-02-01 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","578903","af","daily","instant","1993-02-02 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","578592","af","daily","instant","1993-02-03 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","578592","af","daily","instant","1993-02-04 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","578903","af","daily","instant","1993-02-05 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","578592","af","daily","instant","1993-02-06 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","578903","af","daily","instant","1993-02-07 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","578751","af","daily","instant","1993-02-08 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","578751","af","daily","instant","1993-02-09 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","578903","af","daily","instant","1993-02-10 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","578903","af","daily","instant","1993-02-11 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","578903","af","daily","instant","1993-02-12 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","579055","af","daily","instant","1993-02-13 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","579214","af","daily","instant","1993-02-14 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","579214","af","daily","instant","1993-02-15 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","579366","af","daily","instant","1993-02-16 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","578903","af","daily","instant","1993-02-17 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","579366","af","daily","instant","1993-02-18 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","579214","af","daily","instant","1993-02-19 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","578592","af","daily","instant","1993-02-20 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","578751","af","daily","instant","1993-02-21 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","578440","af","daily","instant","1993-02-22 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","578751","af","daily","instant","1993-02-23 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","578903","af","daily","instant","1993-02-24 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","578751","af","daily","instant","1993-02-25 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","578751","af","daily","instant","1993-02-26 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","578751","af","daily","instant","1993-02-27 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","578903","af","daily","instant","1993-02-28 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","578592","af","daily","instant","1993-03-01 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","578751","af","daily","instant","1993-03-02 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","578440","af","daily","instant","1993-03-03 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","578440","af","daily","instant","1993-03-04 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","578129","af","daily","instant","1993-03-05 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","578281","af","daily","instant","1993-03-06 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","578592","af","daily","instant","1993-03-07 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","578129","af","daily","instant","1993-03-08 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","578903","af","daily","instant","1993-03-09 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","578903","af","daily","instant","1993-03-10 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","579677","af","daily","instant","1993-03-11 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","579525","af","daily","instant","1993-03-12 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","579677","af","daily","instant","1993-03-13 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","579366","af","daily","instant","1993-03-14 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","580299","af","daily","instant","1993-03-15 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","580299","af","daily","instant","1993-03-16 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","580770","af","daily","instant","1993-03-17 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","581081","af","daily","instant","1993-03-18 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","581392","af","daily","instant","1993-03-19 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","582477","af","daily","instant","1993-03-20 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","583410","af","daily","instant","1993-03-21 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","585118","af","daily","instant","1993-03-22 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","586051","af","daily","instant","1993-03-23 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","588070","af","daily","instant","1993-03-24 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","590096","af","daily","instant","1993-03-25 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","592144","af","daily","instant","1993-03-26 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","594517","af","daily","instant","1993-03-27 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","595939","af","daily","instant","1993-03-28 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","597686","af","daily","instant","1993-03-29 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","599426","af","daily","instant","1993-03-30 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","600532","af","daily","instant","1993-03-31 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","601483","af","daily","instant","1993-04-01 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","602279","af","daily","instant","1993-04-02 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","602905","af","daily","instant","1993-04-03 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","603856","af","daily","instant","1993-04-04 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","604018","af","daily","instant","1993-04-05 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","605124","af","daily","instant","1993-04-06 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","605758","af","daily","instant","1993-04-07 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","606392","af","daily","instant","1993-04-08 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","606715","af","daily","instant","1993-04-09 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","607196","af","daily","instant","1993-04-10 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","607842","af","daily","instant","1993-04-11 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","607842","af","daily","instant","1993-04-12 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","608489","af","daily","instant","1993-04-13 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","608654","af","daily","instant","1993-04-14 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","608977","af","daily","instant","1993-04-15 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","609135","af","daily","instant","1993-04-16 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","609135","af","daily","instant","1993-04-17 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","608812","af","daily","instant","1993-04-18 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","609458","af","daily","instant","1993-04-19 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","609624","af","daily","instant","1993-04-20 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","609624","af","daily","instant","1993-04-21 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","609458","af","daily","instant","1993-04-22 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","608812","af","daily","instant","1993-04-23 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","609135","af","daily","instant","1993-04-24 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","609781","af","daily","instant","1993-04-25 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","610104","af","daily","instant","1993-04-26 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","609624","af","daily","instant","1993-04-27 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","609458","af","daily","instant","1993-04-28 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","608812","af","daily","instant","1993-04-29 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","608812","af","daily","instant","1993-04-30 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","608812","af","daily","instant","1993-05-01 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","608489","af","daily","instant","1993-05-02 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","608008","af","daily","instant","1993-05-03 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","607842","af","daily","instant","1993-05-04 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","609624","af","daily","instant","1993-05-05 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","612043","af","daily","instant","1993-05-06 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","613013","af","daily","instant","1993-05-07 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","612366","af","daily","instant","1993-05-08 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","610428","af","daily","instant","1993-05-09 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","608489","af","daily","instant","1993-05-10 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","606237","af","daily","instant","1993-05-11 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","603856","af","daily","instant","1993-05-12 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","601645","af","daily","instant","1993-05-13 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","600694","af","daily","instant","1993-05-14 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","601645","af","daily","instant","1993-05-15 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","602750","af","daily","instant","1993-05-16 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","606392","af","daily","instant","1993-05-17 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","609458","af","daily","instant","1993-05-18 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","612690","af","daily","instant","1993-05-19 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","616559","af","daily","instant","1993-05-20 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","621564","af","daily","instant","1993-05-21 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","629804","af","daily","instant","1993-05-22 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","638728","af","daily","instant","1993-05-23 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","644784","af","daily","instant","1993-05-24 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","648494","af","daily","instant","1993-05-25 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","650180","af","daily","instant","1993-05-26 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","654054","af","daily","instant","1993-05-27 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","660364","af","daily","instant","1993-05-28 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","668947","af","daily","instant","1993-05-29 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","675341","af","daily","instant","1993-05-30 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","680240","af","daily","instant","1993-05-31 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","684431","af","daily","instant","1993-06-01 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","688801","af","daily","instant","1993-06-02 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","702830","af","daily","instant","1993-06-03 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","715760","af","daily","instant","1993-06-04 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","720278","af","daily","instant","1993-06-05 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","723710","af","daily","instant","1993-06-06 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","726967","af","daily","instant","1993-06-07 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","732302","af","daily","instant","1993-06-08 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","734880","af","daily","instant","1993-06-09 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","736721","af","daily","instant","1993-06-10 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","738373","af","daily","instant","1993-06-11 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","740214","af","daily","instant","1993-06-12 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","743896","af","daily","instant","1993-06-13 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","746494","af","daily","instant","1993-06-14 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","748186","af","daily","instant","1993-06-15 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","753049","af","daily","instant","1993-06-16 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","768114","af","daily","instant","1993-06-17 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","780688","af","daily","instant","1993-06-18 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","787448","af","daily","instant","1993-06-19 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","792878","af","daily","instant","1993-06-20 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","798507","af","daily","instant","1993-06-21 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","803193","af","daily","instant","1993-06-22 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","807145","af","daily","instant","1993-06-23 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","807542","af","daily","instant","1993-06-24 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","805966","af","daily","instant","1993-06-25 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","804178","af","daily","instant","1993-06-26 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","800838","af","daily","instant","1993-06-27 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","799095","af","daily","instant","1993-06-28 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","799284","af","daily","instant","1993-06-29 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","799284","af","daily","instant","1993-06-30 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","798318","af","daily","instant","1993-07-01 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","796185","af","daily","instant","1993-07-02 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","794631","af","daily","instant","1993-07-03 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","793655","af","daily","instant","1993-07-04 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","792878","af","daily","instant","1993-07-05 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","791134","af","daily","instant","1993-07-06 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","789002","af","daily","instant","1993-07-07 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","787837","af","daily","instant","1993-07-08 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","785894","af","daily","instant","1993-07-09 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","784539","af","daily","instant","1993-07-10 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","783174","af","daily","instant","1993-07-11 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","780884","af","daily","instant","1993-07-12 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","780120","af","daily","instant","1993-07-13 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","779162","af","daily","instant","1993-07-14 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","778017","af","daily","instant","1993-07-15 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","777645","af","daily","instant","1993-07-16 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","777263","af","daily","instant","1993-07-17 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","776305","af","daily","instant","1993-07-18 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","776119","af","daily","instant","1993-07-19 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","775355","af","daily","instant","1993-07-20 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","774397","af","daily","instant","1993-07-21 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","773252","af","daily","instant","1993-07-22 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","772303","af","daily","instant","1993-07-23 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","771921","af","daily","instant","1993-07-24 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","771540","af","daily","instant","1993-07-25 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","771540","af","daily","instant","1993-07-26 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","772880","af","daily","instant","1993-07-27 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","774211","af","daily","instant","1993-07-28 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","775160","af","daily","instant","1993-07-29 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","774778","af","daily","instant","1993-07-30 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","775160","af","daily","instant","1993-07-31 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","774778","af","daily","instant","1993-08-01 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","774778","af","daily","instant","1993-08-02 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","774592","af","daily","instant","1993-08-03 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","774778","af","daily","instant","1993-08-04 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","773829","af","daily","instant","1993-08-05 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","774015","af","daily","instant","1993-08-06 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","774592","af","daily","instant","1993-08-07 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","775355","af","daily","instant","1993-08-08 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","775355","af","daily","instant","1993-08-09 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","776882","af","daily","instant","1993-08-10 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","775737","af","daily","instant","1993-08-11 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","777068","af","daily","instant","1993-08-12 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","777068","af","daily","instant","1993-08-13 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","778017","af","daily","instant","1993-08-14 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","778976","af","daily","instant","1993-08-15 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","778976","af","daily","instant","1993-08-16 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","778399","af","daily","instant","1993-08-17 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","778780","af","daily","instant","1993-08-18 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","778594","af","daily","instant","1993-08-19 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","777263","af","daily","instant","1993-08-20 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","776500","af","daily","instant","1993-08-21 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","775542","af","daily","instant","1993-08-22 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","774397","af","daily","instant","1993-08-23 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","773252","af","daily","instant","1993-08-24 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","771921","af","daily","instant","1993-08-25 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","770013","af","daily","instant","1993-08-26 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","769632","af","daily","instant","1993-08-27 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","767919","af","daily","instant","1993-08-28 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","765248","af","daily","instant","1993-08-29 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","764680","af","daily","instant","1993-08-30 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","763535","af","daily","instant","1993-08-31 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","761478","af","daily","instant","1993-09-01 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","760728","af","daily","instant","1993-09-02 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","759037","af","daily","instant","1993-09-03 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","757172","af","daily","instant","1993-09-04 06:00:00"
"Boysen Reservoir Dam and Powerplant","Lake/Reservoir Storage","756048","af","daily","instant","1993-09-05 06:00:00"
