"","WaterbodyName","Latitude","Longitude","Year","DrainageArea_ha","month","TN_load_kg","TP_load_kg","NH4_load_kg","NO3_load_kg","PO4_load_kg","TN_flux_kg_ha","TP_flux_kg_ha","NH4_flux_kg_ha","NO3_flux_kg_ha","PO4_flux_kg_ha","TotalTrib_TN_kg","TotalTrib_TP_kg","TotalTrib_NH4_kg","TotalTrib_NO3_kg","TotalTrib_PO4_kg"
"24","Wind River Inlet",43.1289722,-108.2248333,2021,1137005.61,"Dec",12074.129174281,754.633073392562,NA,6225.72285548864,226.389922017769,0.0106192344770234,0.000663702154813961,NA,0.00547554277721518,0.000199110646444188,21825.8100106211,NA,NA,13872.8514528887,NA
"25","Wind River Inlet",43.1289722,-108.2248333,2022,1137005.61,"Jan",18046.4032452907,1151.89807948664,NA,6757.80206632163,345.569423845993,0.0158718682533947,0.00101309797362094,NA,0.00594350811190952,0.000303929392086282,25185.0290340836,NA,NA,12123.6856372655,NA
"26","Wind River Inlet",43.1289722,-108.2248333,2022,1137005.61,"Feb",19064.9137253796,1859.99158296386,1394.9936872229,7904.96422759642,697.496843611449,0.0167676514150001,0.00163586843073172,0.00122690132304879,0.00695244083060982,0.000613450661524396,25621.4823916449,NA,NA,12128.5135903832,NA
"27","Wind River Inlet",43.1289722,-108.2248333,2022,1137005.61,"Mar",24491.4872480201,3428.80821472282,NA,5975.92288851692,440.846770464363,0.0215403398475933,0.00301564757866307,NA,0.00525584292281277,0.00038772611725668,31870.8629761518,3836.24213913411,NA,10600.9268835002,NA
"28","Wind River Inlet",43.1289722,-108.2248333,2022,1137005.61,"Apr",7464.73645295917,1421.85456246841,NA,1599.58638277697,177.731820308552,0.00656525912212445,0.00125052554707132,NA,0.00140684124045524,0.000156315693383915,21944.4151437636,3827.90782385449,NA,5061.63634281823,NA
"29","Wind River Inlet",43.1289722,-108.2248333,2022,1137005.61,"May",NA,6461.14360083667,NA,NA,287.161937814963,NA,0.00568259606110182,NA,NA,0.000252559824937859,NA,8143.6373587751,NA,NA,520.039313328225
"30","Wind River Inlet",43.1289722,-108.2248333,2022,1137005.61,"Jun",NA,33055.8860772053,NA,NA,5288.94177235285,NA,0.0290727554784935,NA,NA,0.00465164087655895,NA,38801.1285624343,NA,NA,6888.6561518071
"31","Wind River Inlet",43.1289722,-108.2248333,2022,1137005.61,"Jul",NA,3528.31050792845,NA,NA,1340.75799301281,NA,0.00310316015760771,NA,NA,0.00117920085989093,NA,8923.72573535591,NA,NA,3491.77696269161
"32","Wind River Inlet",43.1289722,-108.2248333,2022,1137005.61,"Aug",16989.5664640174,4633.51812655021,NA,4231.94655558252,803.143141935369,0.0149423769896944,0.0040751937244621,NA,0.00372201026834206,0.000706366912240098,46281.8893255946,11517.9533646736,NA,17434.1403095224,2449.64323559575
"33","Wind River Inlet",43.1289722,-108.2248333,2022,1137005.61,"Sep",NA,809.430150521751,NA,NA,161.88603010435,NA,0.000711896356009845,NA,NA,0.000142379271201969,NA,4611.33827721808,NA,NA,1552.26829329367
"34","Wind River Inlet",43.1289722,-108.2248333,2022,1137005.61,"Oct",12167.8461713075,553.083916877613,NA,2267.64405919821,NA,0.010701658869834,0.000486439039537907,NA,0.00199440006210542,NA,30948.6219506746,1003.53956018259,NA,14263.8205684064,NA
"35","Wind River Inlet",43.1289722,-108.2248333,2022,1137005.61,"Nov",NA,1577.48463094236,NA,NA,NA,NA,0.0013874026803987,NA,NA,NA,NA,NA,NA,NA,NA
"36","Wind River Inlet",43.1289722,-108.2248333,2022,1137005.61,"Dec",36029.2162433675,5200.09306605305,1114.30565701137,8617.29708088791,185.717609501895,0.031687808684926,0.00457349816071096,0.000980035320152349,0.00757893980917817,0.000163339220025392,45373.1657286588,NA,NA,15536.8771531114,NA
"37","Wind River Inlet",43.1289722,-108.2248333,2023,1137005.61,"Jan",17146.8977136362,5715.63257121206,2857.81628560603,7471.1482895129,816.51893874458,0.015080750317174,0.00502691677239135,0.00251345838619567,0.00657089835248298,0.000718130967484478,25258.9872042012,NA,3199.6956026941,13026.0888581391,NA
"38","Wind River Inlet",43.1289722,-108.2248333,2023,1137005.61,"Feb",14626.5438926779,1185.9359912982,1581.24798839761,7155.14714749917,711.561594778923,0.0128640912270238,0.00104303442381274,0.00139071256508366,0.00629297435700354,0.000625820654287645,21381.9539087817,NA,1966.49645936404,11517.1652080894,NA
"39","Wind River Inlet",43.1289722,-108.2248333,2023,1137005.61,"Mar",46474.412459855,5914.92522216336,3379.95726980763,9168.1340943532,718.240919834122,0.0408743915167269,0.00520219528394707,0.00297268301939832,0.00806340269011795,0.000631695141622144,58453.5187445279,6156.96929144827,4387.28799939094,14564.6033979434,NA
"40","Wind River Inlet",43.1289722,-108.2248333,2023,1137005.61,"Apr",45207.1613358469,7137.97284250215,NA,4520.71613358469,1665.52699658384,0.0397598401786663,0.00627786950189467,NA,0.00397598401786663,0.00146483621710876,76158.109807772,12187.7404205574,NA,13196.6396751643,NA
"41","Wind River Inlet",43.1289722,-108.2248333,2023,1137005.61,"May",230778.105177718,51925.0736649865,NA,14423.6315736074,3750.14420913791,0.202970067296078,0.0456682651416174,NA,0.0126856292060048,0.00329826359356126,438426.86509145,144529.830457212,NA,36889.1180859283,10192.8029004832
"42","Wind River Inlet",43.1289722,-108.2248333,2023,1137005.61,"May",190391.936771617,89426.5157563656,NA,15865.9947309681,6346.39789238724,0.167450305519264,0.07865090107723,NA,0.0139541921266053,0.00558167685064213,438426.86509145,144529.830457212,NA,36889.1180859283,10192.8029004832
"43","Wind River Inlet",43.1289722,-108.2248333,2023,1137005.61,"Jul",NA,46331.2923942115,NA,NA,2737.75818693068,NA,0.0407485169701243,NA,NA,0.00240786691187098,NA,53098.8766522054,NA,NA,3818.27027258856
"44","Wind River Inlet",43.1289722,-108.2248333,2023,1137005.61,"Aug",46697.1823708195,12403.9390672489,NA,6785.68431325972,1459.28694908811,0.0410703183520964,0.0109093033122756,NA,0.00596803063553901,0.00128344744850301,82370.6629126155,20833.5212911573,NA,19398.2898916467,4260.88167841445
"45","Wind River Inlet",43.1289722,-108.2248333,2023,1137005.61,"Oct",NA,NA,1419.61806138671,9558.76161333719,473.206020462237,NA,NA,0.0012485585373556,0.00840696081819437,0.000416186179118533,NA,NA,2368.21075087929,28692.1315584237,567.300093971634
"46","Fivemile Creek",43.22191667,-108.2196944,2020,108261.582,"Jan",9221.37802350401,102.459755816711,102.459755816711,7120.95302926143,NA,0.0851768268406054,0.000946409187117838,0.000946409187117838,0.0657754385046898,NA,21031.8357229414,NA,848.424367064998,15100.3877188958,NA
"47","Fivemile Creek",43.22191667,-108.2196944,2020,108261.582,"Feb",9689.66666637972,284.990196069992,56.9980392139984,6668.77058803781,28.4990196069992,0.0895023561209342,0.00263242223885101,0.000526484447770201,0.0615986803891135,0.000263242223885101,24029.4203331812,NA,1623.72784176819,15427.8037309411,733.750746825218
"48","Fivemile Creek",43.22191667,-108.2196944,2020,108261.582,"Mar",11726.3872636955,802.331760147589,246.871310814643,7097.55018592098,43.2024793925625,0.108315314140667,0.00741104780962455,0.0022803224029614,0.0655592690851402,0.000399056420518245,32900.9025535879,2215.21679301842,2611.47453343749,17325.5092510428,796.49629272772
"49","Fivemile Creek",43.22191667,-108.2196944,2020,108261.582,"Apr",7273.93210378773,1388.65976526857,132.253310977959,2691.35487840146,39.6759932933876,0.0671884889303366,0.0128268933412461,0.00122160888964248,0.0248597409042245,0.000366482666892745,35476.0288889561,7892.21764603216,NA,4827.74079884876,526.994504665205
"50","Fivemile Creek",43.22191667,-108.2196944,2020,108261.582,"May",20568.5283202363,7278.09463639131,632.87779446881,7309.73852611475,3006.16952372685,0.189989171969021,0.0672269377736538,0.00584582067596989,0.0675192288074522,0.027767648210857,NA,19717.284729414,NA,NA,6356.07213408045
"51","Fivemile Creek",43.22191667,-108.2196944,2020,108261.582,"Jun",27919.6473175279,6442.99553481413,214.766517827138,13272.5708017171,2040.28191935781,0.257890627512979,0.0595132217337645,0.00198377405779215,0.122597236771555,0.0188458535490254,NA,55144.8287034786,NA,NA,8100.43785317702
"52","Fivemile Creek",43.22191667,-108.2196944,2020,108261.582,"Jul",23543.5148575038,5564.8307845009,428.063906500069,10851.4200297767,2183.12592315035,0.217468786457451,0.0514017131626702,0.00395397793559001,0.100233340667207,0.0201652874715091,114673.356239128,21254.8900976393,3255.12930245678,32962.8628356127,9667.51557935378
