ChemSampID,StationID,WaterbodyName,CommonName,Latitude,Longitude,WaterbodySize_Acres,HUC12,Section,Quarter,Range,Town,Elevation,CollDate,ShortName_Revised,BelowDet,ChemValue,ChemUnits,Comments,SurfaceBottom,MaximumDepth,SampleDepth,WBTypeID,RepNum
65252,WYDEQ_RES_01,"Miller Lake  Littoral, South Shore",Miller Lake,41.067736,-106.157597,7.64255,101800100204,,,,,9105.457,7/18/2002,Conductance,0,90,µS/cm,,,,0.5,L,0
65252,WYDEQ_RES_01,"Miller Lake  Littoral, South Shore",Miller Lake,41.067736,-106.157597,7.64255,101800100204,,,,,9105.457,7/18/2002,Nitrate plus Nitrite as N,1,0.1,mg/l,,,,0.5,L,0
65252,WYDEQ_RES_01,"Miller Lake  Littoral, South Shore",Miller Lake,41.067736,-106.157597,7.64255,101800100204,,,,,9105.457,7/18/2002,"DO, mg/L",0,8.8,mg/l,,,,0.5,L,0
65252,WYDEQ_RES_01,"Miller Lake  Littoral, South Shore",Miller Lake,41.067736,-106.157597,7.64255,101800100204,,,,,9105.457,7/18/2002,pH,0,9.25,SU,,,,0.5,L,0
65252,WYDEQ_RES_01,"Miller Lake  Littoral, South Shore",Miller Lake,41.067736,-106.157597,7.64255,101800100204,,,,,9105.457,7/18/2002,Temp,0,18.8,°C,,,,0.5,L,0
65252,WYDEQ_RES_01,"Miller Lake  Littoral, South Shore",Miller Lake,41.067736,-106.157597,7.64255,101800100204,,,,,9105.457,7/18/2002,Total Ammonia as N,1,0.1,mg/l,,,,0.5,L,0
65252,WYDEQ_RES_01,"Miller Lake  Littoral, South Shore",Miller Lake,41.067736,-106.157597,7.64255,101800100204,,,,,9105.457,7/18/2002,Phosphorus as P (total),1,0.1,mg/l,,,,0.5,L,0
65252,WYDEQ_RES_01,"Miller Lake  Littoral, South Shore",Miller Lake,41.067736,-106.157597,7.64255,101800100204,,,,,9105.457,7/18/2002,Secchi Depth,0,1.2,m,,,,0.5,L,0
65252,WYDEQ_RES_01,"Miller Lake  Littoral, South Shore",Miller Lake,41.067736,-106.157597,7.64255,101800100204,,,,,9105.457,7/18/2002,Max Depth at Sample Collection Site,0,1.2,m,,,,0.5,L,0
65253,WYDEQ_RES_02,"Miller Lake  Littoral, North Shore",Miller Lake,41.067972,-106.157694,7.64255,101800100204,,,,,9105.457,7/18/2002,Chlorophyll a (phytoplankton),0,18.2,µg/l,,,,0.5,L,0
65254,WYDEQ_RES_02,"Miller Lake  Littoral, North Shore",Miller Lake,41.067972,-106.157694,7.64255,101800100204,,,,,9105.457,7/18/2002,Conductance,0,90,µS/cm,,,,0.5,L,0
65254,WYDEQ_RES_02,"Miller Lake  Littoral, North Shore",Miller Lake,41.067972,-106.157694,7.64255,101800100204,,,,,9105.457,7/18/2002,Nitrate plus Nitrite as N,1,0.1,mg/l,,,,0.5,L,0
65254,WYDEQ_RES_02,"Miller Lake  Littoral, North Shore",Miller Lake,41.067972,-106.157694,7.64255,101800100204,,,,,9105.457,7/18/2002,"DO, mg/L",0,9.3,mg/l,,,,0.5,L,0
65254,WYDEQ_RES_02,"Miller Lake  Littoral, North Shore",Miller Lake,41.067972,-106.157694,7.64255,101800100204,,,,,9105.457,7/18/2002,pH,0,9.35,SU,,,,0.5,L,0
65254,WYDEQ_RES_02,"Miller Lake  Littoral, North Shore",Miller Lake,41.067972,-106.157694,7.64255,101800100204,,,,,9105.457,7/18/2002,Temp,0,18.8,°C,,,,0.5,L,0
65254,WYDEQ_RES_02,"Miller Lake  Littoral, North Shore",Miller Lake,41.067972,-106.157694,7.64255,101800100204,,,,,9105.457,7/18/2002,Total Ammonia as N,1,0.1,mg/l,,,,0.5,L,0
65254,WYDEQ_RES_02,"Miller Lake  Littoral, North Shore",Miller Lake,41.067972,-106.157694,7.64255,101800100204,,,,,9105.457,7/18/2002,Phosphorus as P (total),1,0.1,mg/l,,,,0.5,L,0
65254,WYDEQ_RES_02,"Miller Lake  Littoral, North Shore",Miller Lake,41.067972,-106.157694,7.64255,101800100204,,,,,9105.457,7/18/2002,Secchi Depth,0,1.7,m,,,,0.5,L,0
65254,WYDEQ_RES_02,"Miller Lake  Littoral, North Shore",Miller Lake,41.067972,-106.157694,7.64255,101800100204,,,,,9105.457,7/18/2002,Max Depth at Sample Collection Site,0,1.7,m,,,,0.5,L,0
65255,WYDEQ_RES_03,Miller Lake,Miller Lake,41.068453,-106.156072,7.64255,101800100204,,,,,9105.457,7/18/2002,Chlorophyll a (phytoplankton),0,65.5,µg/l,,,,0.5,L,0
65256,WYDEQ_RES_03,Miller Lake,Miller Lake,41.068453,-106.156072,7.64255,101800100204,,,,,9105.457,7/18/2002,Conductance,0,95,µS/cm,,,,0.5,L,0
65256,WYDEQ_RES_03,Miller Lake,Miller Lake,41.068453,-106.156072,7.64255,101800100204,,,,,9105.457,7/18/2002,Nitrate plus Nitrite as N,1,0.1,mg/l,,,,0.5,L,0
65256,WYDEQ_RES_03,Miller Lake,Miller Lake,41.068453,-106.156072,7.64255,101800100204,,,,,9105.457,7/18/2002,"DO, mg/L",0,10.3,mg/l,,,,0.5,L,0
65256,WYDEQ_RES_03,Miller Lake,Miller Lake,41.068453,-106.156072,7.64255,101800100204,,,,,9105.457,7/18/2002,pH,0,9.37,SU,,,,0.5,L,0
65256,WYDEQ_RES_03,Miller Lake,Miller Lake,41.068453,-106.156072,7.64255,101800100204,,,,,9105.457,7/18/2002,Temp,0,20.7,°C,,,,0.5,L,0
65256,WYDEQ_RES_03,Miller Lake,Miller Lake,41.068453,-106.156072,7.64255,101800100204,,,,,9105.457,7/18/2002,Total Ammonia as N,1,0.1,mg/l,,,,0.5,L,0
65256,WYDEQ_RES_03,Miller Lake,Miller Lake,41.068453,-106.156072,7.64255,101800100204,,,,,9105.457,7/18/2002,Phosphorus as P (total),1,0.1,mg/l,,,,0.5,L,0
65256,WYDEQ_RES_03,Miller Lake,Miller Lake,41.068453,-106.156072,7.64255,101800100204,,,,,9105.457,7/18/2002,Secchi Depth,0,2.7,m,,,,0.5,L,0
65256,WYDEQ_RES_03,Miller Lake,Miller Lake,41.068453,-106.156072,7.64255,101800100204,,,,,9105.457,7/18/2002,Max Depth at Sample Collection Site,0,2.7,m,,,,0.5,L,0
65257,WYDEQ_RES_03,Miller Lake,Miller Lake,41.068453,-106.156072,7.64255,101800100204,,,,,9105.457,7/18/2002,Conductance,0,91,µS/cm,,,,2.5,L,0
65257,WYDEQ_RES_03,Miller Lake,Miller Lake,41.068453,-106.156072,7.64255,101800100204,,,,,9105.457,7/18/2002,Nitrate plus Nitrite as N,1,0.1,mg/l,,,,2.5,L,0
65257,WYDEQ_RES_03,Miller Lake,Miller Lake,41.068453,-106.156072,7.64255,101800100204,,,,,9105.457,7/18/2002,"DO, mg/L",0,9.5,mg/l,,,,2.5,L,0
65257,WYDEQ_RES_03,Miller Lake,Miller Lake,41.068453,-106.156072,7.64255,101800100204,,,,,9105.457,7/18/2002,pH,0,9.25,SU,,,,2.5,L,0
65257,WYDEQ_RES_03,Miller Lake,Miller Lake,41.068453,-106.156072,7.64255,101800100204,,,,,9105.457,7/18/2002,Temp,0,19.6,°C,,,,2.5,L,0
65257,WYDEQ_RES_03,Miller Lake,Miller Lake,41.068453,-106.156072,7.64255,101800100204,,,,,9105.457,7/18/2002,Total Ammonia as N,1,0.1,mg/l,,,,2.5,L,0
65257,WYDEQ_RES_03,Miller Lake,Miller Lake,41.068453,-106.156072,7.64255,101800100204,,,,,9105.457,7/18/2002,Phosphorus as P (total),1,0.1,mg/l,,,,2.5,L,0
65258,WYDEQ_RES_04,"Meeboer Lake  Littoral, Boat Ramp",Meeboer Lake,41.214583,-105.822703,115.814291,101800100403,,,,,7233.83592,7/17/2002,Conductance,0,3740,µS/cm,,,,0.2,L,0
65258,WYDEQ_RES_04,"Meeboer Lake  Littoral, Boat Ramp",Meeboer Lake,41.214583,-105.822703,115.814291,101800100403,,,,,7233.83592,7/17/2002,Nitrate plus Nitrite as N,1,0.1,mg/l,,,,0.2,L,0
65258,WYDEQ_RES_04,"Meeboer Lake  Littoral, Boat Ramp",Meeboer Lake,41.214583,-105.822703,115.814291,101800100403,,,,,7233.83592,7/17/2002,"DO, mg/L",0,12.1,mg/l,,,,0.2,L,0
65258,WYDEQ_RES_04,"Meeboer Lake  Littoral, Boat Ramp",Meeboer Lake,41.214583,-105.822703,115.814291,101800100403,,,,,7233.83592,7/17/2002,pH,0,8.75,SU,,,,0.2,L,0
65258,WYDEQ_RES_04,"Meeboer Lake  Littoral, Boat Ramp",Meeboer Lake,41.214583,-105.822703,115.814291,101800100403,,,,,7233.83592,7/17/2002,Temp,0,25,°C,,,,0.2,L,0
65258,WYDEQ_RES_04,"Meeboer Lake  Littoral, Boat Ramp",Meeboer Lake,41.214583,-105.822703,115.814291,101800100403,,,,,7233.83592,7/17/2002,Total Ammonia as N,1,0.1,mg/l,,,,0.2,L,0
65258,WYDEQ_RES_04,"Meeboer Lake  Littoral, Boat Ramp",Meeboer Lake,41.214583,-105.822703,115.814291,101800100403,,,,,7233.83592,7/17/2002,Phosphorus as P (total),1,0.1,mg/l,,,,0.2,L,0
65258,WYDEQ_RES_04,"Meeboer Lake  Littoral, Boat Ramp",Meeboer Lake,41.214583,-105.822703,115.814291,101800100403,,,,,7233.83592,7/17/2002,Secchi Depth,0,0.7,m,,,,0.2,L,0
65258,WYDEQ_RES_04,"Meeboer Lake  Littoral, Boat Ramp",Meeboer Lake,41.214583,-105.822703,115.814291,101800100403,,,,,7233.83592,7/17/2002,Max Depth at Sample Collection Site,0,0.7,m,,,,0.2,L,0
65259,WYDEQ_RES_05,"Meeboer Lake  Pelagic, South Bay",Meeboer Lake,41.214956,-105.819961,115.814291,101800100403,,,,,7233.83592,7/17/2002,Chlorophyll a (phytoplankton),0,24.7,µg/l,,,,0.3,L,0
65260,WYDEQ_RES_05,"Meeboer Lake  Pelagic, South Bay",Meeboer Lake,41.214956,-105.819961,115.814291,101800100403,,,,,7233.83592,7/17/2002,Conductance,0,3563,µS/cm,,,,0.3,L,0
65260,WYDEQ_RES_05,"Meeboer Lake  Pelagic, South Bay",Meeboer Lake,41.214956,-105.819961,115.814291,101800100403,,,,,7233.83592,7/17/2002,Nitrate plus Nitrite as N,1,0.1,mg/l,,,,0.3,L,0
65260,WYDEQ_RES_05,"Meeboer Lake  Pelagic, South Bay",Meeboer Lake,41.214956,-105.819961,115.814291,101800100403,,,,,7233.83592,7/17/2002,"DO, mg/L",0,11,mg/l,,,,0.3,L,0
65260,WYDEQ_RES_05,"Meeboer Lake  Pelagic, South Bay",Meeboer Lake,41.214956,-105.819961,115.814291,101800100403,,,,,7233.83592,7/17/2002,pH,0,8.6,SU,,,,0.3,L,0
65260,WYDEQ_RES_05,"Meeboer Lake  Pelagic, South Bay",Meeboer Lake,41.214956,-105.819961,115.814291,101800100403,,,,,7233.83592,7/17/2002,Temp,0,22.1,°C,,,,0.3,L,0
65260,WYDEQ_RES_05,"Meeboer Lake  Pelagic, South Bay",Meeboer Lake,41.214956,-105.819961,115.814291,101800100403,,,,,7233.83592,7/17/2002,Total Ammonia as N,0,0.1,mg/l,,,,0.3,L,0
65260,WYDEQ_RES_05,"Meeboer Lake  Pelagic, South Bay",Meeboer Lake,41.214956,-105.819961,115.814291,101800100403,,,,,7233.83592,7/17/2002,Phosphorus as P (total),1,0.1,mg/l,,,,0.3,L,0
65260,WYDEQ_RES_05,"Meeboer Lake  Pelagic, South Bay",Meeboer Lake,41.214956,-105.819961,115.814291,101800100403,,,,,7233.83592,7/17/2002,Secchi Depth,0,1.9,m,,,,0.3,L,0
65260,WYDEQ_RES_05,"Meeboer Lake  Pelagic, South Bay",Meeboer Lake,41.214956,-105.819961,115.814291,101800100403,,,,,7233.83592,7/17/2002,Max Depth at Sample Collection Site,0,1.9,m,,,,0.3,L,0
65261,WYDEQ_RES_05,"Meeboer Lake  Pelagic, South Bay",Meeboer Lake,41.214956,-105.819961,115.814291,101800100403,,,,,7233.83592,7/17/2002,Conductance,0,3490,µS/cm,,,,1.8,L,0
65261,WYDEQ_RES_05,"Meeboer Lake  Pelagic, South Bay",Meeboer Lake,41.214956,-105.819961,115.814291,101800100403,,,,,7233.83592,7/17/2002,Nitrate plus Nitrite as N,1,0.1,mg/l,,,,1.8,L,0
65261,WYDEQ_RES_05,"Meeboer Lake  Pelagic, South Bay",Meeboer Lake,41.214956,-105.819961,115.814291,101800100403,,,,,7233.83592,7/17/2002,"DO, mg/L",0,12.8,mg/l,,,,1.8,L,0
65261,WYDEQ_RES_05,"Meeboer Lake  Pelagic, South Bay",Meeboer Lake,41.214956,-105.819961,115.814291,101800100403,,,,,7233.83592,7/17/2002,pH,0,8.68,SU,,,,1.8,L,0
65261,WYDEQ_RES_05,"Meeboer Lake  Pelagic, South Bay",Meeboer Lake,41.214956,-105.819961,115.814291,101800100403,,,,,7233.83592,7/17/2002,Temp,0,21.2,°C,,,,1.8,L,0
65261,WYDEQ_RES_05,"Meeboer Lake  Pelagic, South Bay",Meeboer Lake,41.214956,-105.819961,115.814291,101800100403,,,,,7233.83592,7/17/2002,Total Ammonia as N,0,0.2,mg/l,,,,1.8,L,0
65261,WYDEQ_RES_05,"Meeboer Lake  Pelagic, South Bay",Meeboer Lake,41.214956,-105.819961,115.814291,101800100403,,,,,7233.83592,7/17/2002,Phosphorus as P (total),1,0.1,mg/l,,,,1.8,L,0
65262,WYDEQ_RES_06,"Meeboer Lake  Pelagic, North Bay",Meeboer Lake,41.215703,-105.824983,115.814291,101800100403,,,,,7233.83592,7/17/2002,Chlorophyll a (phytoplankton),0,9.4,µg/l,,,,0.3,L,0
65263,WYDEQ_RES_06,"Meeboer Lake  Pelagic, North Bay",Meeboer Lake,41.215703,-105.824983,115.814291,101800100403,,,,,7233.83592,7/17/2002,Conductance,0,3703,µS/cm,,,,0.3,L,0
65263,WYDEQ_RES_06,"Meeboer Lake  Pelagic, North Bay",Meeboer Lake,41.215703,-105.824983,115.814291,101800100403,,,,,7233.83592,7/17/2002,Nitrate plus Nitrite as N,1,0.1,mg/l,,,,0.3,L,0
65263,WYDEQ_RES_06,"Meeboer Lake  Pelagic, North Bay",Meeboer Lake,41.215703,-105.824983,115.814291,101800100403,,,,,7233.83592,7/17/2002,"DO, mg/L",0,8.5,mg/l,,,,0.3,L,0
65263,WYDEQ_RES_06,"Meeboer Lake  Pelagic, North Bay",Meeboer Lake,41.215703,-105.824983,115.814291,101800100403,,,,,7233.83592,7/17/2002,pH,0,8.63,SU,,,,0.3,L,0
65263,WYDEQ_RES_06,"Meeboer Lake  Pelagic, North Bay",Meeboer Lake,41.215703,-105.824983,115.814291,101800100403,,,,,7233.83592,7/17/2002,Temp,0,23.5,°C,,,,0.3,L,0
65263,WYDEQ_RES_06,"Meeboer Lake  Pelagic, North Bay",Meeboer Lake,41.215703,-105.824983,115.814291,101800100403,,,,,7233.83592,7/17/2002,Total Ammonia as N,0,0.2,mg/l,,,,0.3,L,0
65263,WYDEQ_RES_06,"Meeboer Lake  Pelagic, North Bay",Meeboer Lake,41.215703,-105.824983,115.814291,101800100403,,,,,7233.83592,7/17/2002,Phosphorus as P (total),1,0.1,mg/l,,,,0.3,L,0
65263,WYDEQ_RES_06,"Meeboer Lake  Pelagic, North Bay",Meeboer Lake,41.215703,-105.824983,115.814291,101800100403,,,,,7233.83592,7/17/2002,Secchi Depth,0,1.8,m,,,,0.3,L,0
65263,WYDEQ_RES_06,"Meeboer Lake  Pelagic, North Bay",Meeboer Lake,41.215703,-105.824983,115.814291,101800100403,,,,,7233.83592,7/17/2002,Max Depth at Sample Collection Site,0,1.8,m,,,,0.3,L,0
65264,WYDEQ_RES_06,"Meeboer Lake  Pelagic, North Bay",Meeboer Lake,41.215703,-105.824983,115.814291,101800100403,,,,,7233.83592,7/17/2002,Conductance,0,3644,µS/cm,,,,1.4,L,0
65264,WYDEQ_RES_06,"Meeboer Lake  Pelagic, North Bay",Meeboer Lake,41.215703,-105.824983,115.814291,101800100403,,,,,7233.83592,7/17/2002,Nitrate plus Nitrite as N,1,0.1,mg/l,,,,1.4,L,0
65264,WYDEQ_RES_06,"Meeboer Lake  Pelagic, North Bay",Meeboer Lake,41.215703,-105.824983,115.814291,101800100403,,,,,7233.83592,7/17/2002,"DO, mg/L",0,12.4,mg/l,,,,1.4,L,0
65264,WYDEQ_RES_06,"Meeboer Lake  Pelagic, North Bay",Meeboer Lake,41.215703,-105.824983,115.814291,101800100403,,,,,7233.83592,7/17/2002,pH,0,8.68,SU,,,,1.4,L,0
65264,WYDEQ_RES_06,"Meeboer Lake  Pelagic, North Bay",Meeboer Lake,41.215703,-105.824983,115.814291,101800100403,,,,,7233.83592,7/17/2002,Temp,0,22.8,°C,,,,1.4,L,0
65264,WYDEQ_RES_06,"Meeboer Lake  Pelagic, North Bay",Meeboer Lake,41.215703,-105.824983,115.814291,101800100403,,,,,7233.83592,7/17/2002,Total Ammonia as N,0,0.2,mg/l,,,,1.4,L,0
65264,WYDEQ_RES_06,"Meeboer Lake  Pelagic, North Bay",Meeboer Lake,41.215703,-105.824983,115.814291,101800100403,,,,,7233.83592,7/17/2002,Phosphorus as P (total),1,0.1,mg/l,,,,1.4,L,0
65265,WYDEQ_RES_07,"Meeboer Lake  Littoral, Peninsula",Meeboer Lake,41.216939,-105.822072,115.814291,101800100403,,,,,7233.83592,7/17/2002,Chlorophyll a (phytoplankton),0,5.1,µg/l,,,,0.2,L,0
65266,WYDEQ_RES_07,"Meeboer Lake  Littoral, Peninsula",Meeboer Lake,41.216939,-105.822072,115.814291,101800100403,,,,,7233.83592,7/17/2002,Conductance,0,3756,µS/cm,,,,0.2,L,0
65266,WYDEQ_RES_07,"Meeboer Lake  Littoral, Peninsula",Meeboer Lake,41.216939,-105.822072,115.814291,101800100403,,,,,7233.83592,7/17/2002,Nitrate plus Nitrite as N,1,0.1,mg/l,,,,0.2,L,0
65266,WYDEQ_RES_07,"Meeboer Lake  Littoral, Peninsula",Meeboer Lake,41.216939,-105.822072,115.814291,101800100403,,,,,7233.83592,7/17/2002,"DO, mg/L",0,12.6,mg/l,,,,0.2,L,0
65266,WYDEQ_RES_07,"Meeboer Lake  Littoral, Peninsula",Meeboer Lake,41.216939,-105.822072,115.814291,101800100403,,,,,7233.83592,7/17/2002,pH,0,8.83,SU,,,,0.2,L,0
65266,WYDEQ_RES_07,"Meeboer Lake  Littoral, Peninsula",Meeboer Lake,41.216939,-105.822072,115.814291,101800100403,,,,,7233.83592,7/17/2002,Temp,0,24.4,°C,,,,0.2,L,0
65266,WYDEQ_RES_07,"Meeboer Lake  Littoral, Peninsula",Meeboer Lake,41.216939,-105.822072,115.814291,101800100403,,,,,7233.83592,7/17/2002,Total Ammonia as N,1,0.1,mg/l,,,,0.2,L,0
65266,WYDEQ_RES_07,"Meeboer Lake  Littoral, Peninsula",Meeboer Lake,41.216939,-105.822072,115.814291,101800100403,,,,,7233.83592,7/17/2002,Phosphorus as P (total),1,0.1,mg/l,,,,0.2,L,0
65266,WYDEQ_RES_07,"Meeboer Lake  Littoral, Peninsula",Meeboer Lake,41.216939,-105.822072,115.814291,101800100403,,,,,7233.83592,7/17/2002,Secchi Depth,0,0.9,m,,,,0.2,L,0
65266,WYDEQ_RES_07,"Meeboer Lake  Littoral, Peninsula",Meeboer Lake,41.216939,-105.822072,115.814291,101800100403,,,,,7233.83592,7/17/2002,Max Depth at Sample Collection Site,0,0.9,m,,,,0.2,L,0
65267,WYDEQ_RES_08,Hanging Lake,Hanging Lake,41.345011,-106.178219,3.842352,101800100603,,,,,9070.487,7/19/2002,Chlorophyll a (phytoplankton),0,0.6,µg/l,,,,0.1,L,0
65268,WYDEQ_RES_08,Hanging Lake,Hanging Lake,41.345011,-106.178219,3.842352,101800100603,,,,,9070.487,7/19/2002,Conductance,0,118,µS/cm,,,,0.1,L,0
65268,WYDEQ_RES_08,Hanging Lake,Hanging Lake,41.345011,-106.178219,3.842352,101800100603,,,,,9070.487,7/19/2002,Nitrate plus Nitrite as N,1,0.1,mg/l,,,,0.1,L,0
65268,WYDEQ_RES_08,Hanging Lake,Hanging Lake,41.345011,-106.178219,3.842352,101800100603,,,,,9070.487,7/19/2002,"DO, mg/L",0,9.9,mg/l,,,,0.1,L,0
65268,WYDEQ_RES_08,Hanging Lake,Hanging Lake,41.345011,-106.178219,3.842352,101800100603,,,,,9070.487,7/19/2002,pH,0,9.51,SU,,,,0.1,L,0
65268,WYDEQ_RES_08,Hanging Lake,Hanging Lake,41.345011,-106.178219,3.842352,101800100603,,,,,9070.487,7/19/2002,Temp,0,22,°C,,,,0.1,L,0
65268,WYDEQ_RES_08,Hanging Lake,Hanging Lake,41.345011,-106.178219,3.842352,101800100603,,,,,9070.487,7/19/2002,Total Ammonia as N,1,0.1,mg/l,,,,0.1,L,0
65268,WYDEQ_RES_08,Hanging Lake,Hanging Lake,41.345011,-106.178219,3.842352,101800100603,,,,,9070.487,7/19/2002,Phosphorus as P (total),1,0.1,mg/l,,,,0.1,L,0
65268,WYDEQ_RES_08,Hanging Lake,Hanging Lake,41.345011,-106.178219,3.842352,101800100603,,,,,9070.487,7/19/2002,Secchi Depth,0,1.3,m,,,,0.1,L,0
65268,WYDEQ_RES_08,Hanging Lake,Hanging Lake,41.345011,-106.178219,3.842352,101800100603,,,,,9070.487,7/19/2002,Max Depth at Sample Collection Site,0,1.3,m,,,,0.1,L,0
65269,WYDEQ_RES_08,Hanging Lake,Hanging Lake,41.345011,-106.178219,3.842352,101800100603,,,,,9070.487,7/19/2002,Conductance,0,122,µS/cm,,,,1.1,L,0
65269,WYDEQ_RES_08,Hanging Lake,Hanging Lake,41.345011,-106.178219,3.842352,101800100603,,,,,9070.487,7/19/2002,Nitrate plus Nitrite as N,1,0.1,mg/l,,,,1.1,L,0
65269,WYDEQ_RES_08,Hanging Lake,Hanging Lake,41.345011,-106.178219,3.842352,101800100603,,,,,9070.487,7/19/2002,"DO, mg/L",0,12.6,mg/l,,,,1.1,L,0
65269,WYDEQ_RES_08,Hanging Lake,Hanging Lake,41.345011,-106.178219,3.842352,101800100603,,,,,9070.487,7/19/2002,pH,0,9.54,SU,,,,1.1,L,0
65269,WYDEQ_RES_08,Hanging Lake,Hanging Lake,41.345011,-106.178219,3.842352,101800100603,,,,,9070.487,7/19/2002,Temp,0,20.5,°C,,,,1.1,L,0
65269,WYDEQ_RES_08,Hanging Lake,Hanging Lake,41.345011,-106.178219,3.842352,101800100603,,,,,9070.487,7/19/2002,Total Ammonia as N,1,0.1,mg/l,,,,1.1,L,0
65269,WYDEQ_RES_08,Hanging Lake,Hanging Lake,41.345011,-106.178219,3.842352,101800100603,,,,,9070.487,7/19/2002,Phosphorus as P (total),1,0.1,mg/l,,,,1.1,L,0
65270,WYDEQ_RES_09,"Hanging Lake  Littoral, East",Hanging Lake,41.345431,-106.177281,3.842352,101800100603,,,,,9070.487,7/19/2002,Conductance,0,119,µS/cm,,,,0.1,L,0
65270,WYDEQ_RES_09,"Hanging Lake  Littoral, East",Hanging Lake,41.345431,-106.177281,3.842352,101800100603,,,,,9070.487,7/19/2002,Nitrate plus Nitrite as N,1,0.1,mg/l,,,,0.1,L,0
65270,WYDEQ_RES_09,"Hanging Lake  Littoral, East",Hanging Lake,41.345431,-106.177281,3.842352,101800100603,,,,,9070.487,7/19/2002,"DO, mg/L",0,10.2,mg/l,,,,0.1,L,0
65270,WYDEQ_RES_09,"Hanging Lake  Littoral, East",Hanging Lake,41.345431,-106.177281,3.842352,101800100603,,,,,9070.487,7/19/2002,pH,0,9.34,SU,,,,0.1,L,0
65270,WYDEQ_RES_09,"Hanging Lake  Littoral, East",Hanging Lake,41.345431,-106.177281,3.842352,101800100603,,,,,9070.487,7/19/2002,Temp,0,22.3,°C,,,,0.1,L,0
65270,WYDEQ_RES_09,"Hanging Lake  Littoral, East",Hanging Lake,41.345431,-106.177281,3.842352,101800100603,,,,,9070.487,7/19/2002,Total Ammonia as N,1,0.1,mg/l,,,,0.1,L,0
65270,WYDEQ_RES_09,"Hanging Lake  Littoral, East",Hanging Lake,41.345431,-106.177281,3.842352,101800100603,,,,,9070.487,7/19/2002,Phosphorus as P (total),1,0.1,mg/l,,,,0.1,L,0
65270,WYDEQ_RES_09,"Hanging Lake  Littoral, East",Hanging Lake,41.345431,-106.177281,3.842352,101800100603,,,,,9070.487,7/19/2002,Secchi Depth,0,0.6,m,,,,0.1,L,0
65270,WYDEQ_RES_09,"Hanging Lake  Littoral, East",Hanging Lake,41.345431,-106.177281,3.842352,101800100603,,,,,9070.487,7/19/2002,Max Depth at Sample Collection Site,0,0.6,m,,,,0.1,L,0
65271,WYDEQ_RES_10,"Hanging Lake  Littoral, North",Hanging Lake,41.345519,-106.178217,3.842352,101800100603,,,,,9070.487,7/19/2002,Chlorophyll a (phytoplankton),0,5.3,µg/l,,,,0.1,L,0
65272,WYDEQ_RES_10,"Hanging Lake  Littoral, North",Hanging Lake,41.345519,-106.178217,3.842352,101800100603,,,,,9070.487,7/19/2002,Conductance,0,120,µS/cm,,,,0.1,L,0
65272,WYDEQ_RES_10,"Hanging Lake  Littoral, North",Hanging Lake,41.345519,-106.178217,3.842352,101800100603,,,,,9070.487,7/19/2002,Nitrate plus Nitrite as N,1,0.1,mg/l,,,,0.1,L,0
65272,WYDEQ_RES_10,"Hanging Lake  Littoral, North",Hanging Lake,41.345519,-106.178217,3.842352,101800100603,,,,,9070.487,7/19/2002,"DO, mg/L",0,8.3,mg/l,,,,0.1,L,0
65272,WYDEQ_RES_10,"Hanging Lake  Littoral, North",Hanging Lake,41.345519,-106.178217,3.842352,101800100603,,,,,9070.487,7/19/2002,pH,0,9.44,SU,,,,0.1,L,0
65272,WYDEQ_RES_10,"Hanging Lake  Littoral, North",Hanging Lake,41.345519,-106.178217,3.842352,101800100603,,,,,9070.487,7/19/2002,Temp,0,22.4,°C,,,,0.1,L,0
65272,WYDEQ_RES_10,"Hanging Lake  Littoral, North",Hanging Lake,41.345519,-106.178217,3.842352,101800100603,,,,,9070.487,7/19/2002,Total Ammonia as N,1,0.1,mg/l,,,,0.1,L,0
65272,WYDEQ_RES_10,"Hanging Lake  Littoral, North",Hanging Lake,41.345519,-106.178217,3.842352,101800100603,,,,,9070.487,7/19/2002,Phosphorus as P (total),1,0.1,mg/l,,,,0.1,L,0
65272,WYDEQ_RES_10,"Hanging Lake  Littoral, North",Hanging Lake,41.345519,-106.178217,3.842352,101800100603,,,,,9070.487,7/19/2002,Secchi Depth,0,0.8,m,,,,0.1,L,0
65272,WYDEQ_RES_10,"Hanging Lake  Littoral, North",Hanging Lake,41.345519,-106.178217,3.842352,101800100603,,,,,9070.487,7/19/2002,Max Depth at Sample Collection Site,0,0.8,m,,,,0.1,L,0
65273,WYDEQ_RES_11,Viva Naughton Reservoir,Lake Viva Naughton,41.9707,-110.660625,1396.017,140401070605,,,,,7240,9/17/2007,Conductance,0,166.8,µS/cm,,,,1,LL,0
65273,WYDEQ_RES_11,Viva Naughton Reservoir,Lake Viva Naughton,41.9707,-110.660625,1396.017,140401070605,,,,,7240,9/17/2007,Nitrate plus Nitrite as N,1,0.01,mg/l,,,,1,LL,0
65273,WYDEQ_RES_11,Viva Naughton Reservoir,Lake Viva Naughton,41.9707,-110.660625,1396.017,140401070605,,,,,7240,9/17/2007,"DO, mg/L",0,8.97,mg/l,,,,1,LL,0
65273,WYDEQ_RES_11,Viva Naughton Reservoir,Lake Viva Naughton,41.9707,-110.660625,1396.017,140401070605,,,,,7240,9/17/2007,pH,0,8.61,SU,,,,1,LL,0
